PWL_ID,WIN,NAME,DESCRIPT,BASIN,FACT_SHEET,Shape__Length
0702-0006,Ont  66-12-12-P154- 2,Bloody Brook and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0702-0006.html,9573.489618
0401-0001,Ont 117 (portion  1),"Genesee River, Lower, Main Stem",from mouth to NYS Barge Canal,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0401-0001.html,18872.40748
0202-0033,Pa-63-13- 4-P122- 1 thru 7,"Tribs to Chautauqua Lake, Town of Busti",total length of selected/smaller tribs to Chautauqua Lk,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0033.pdf,28819.22945
0705-0007,Ont  66-12-P369- 56,Hector Falls Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0007.pdf,43168.57077
1104-0124,H-369-P127-33-1,Tribs to Mayfield Creek,"total length of selected tribs, Gloversville water supp",Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0124.pdf,8476.506656
1104-0126,H-369-P127-33-3-1,Trib to Mayfield Creek,"total length of selected tribs, Gloversville aux supply",Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0126.pdf,5553.347564
0903-0082,SL- 1-  2,Squeak Creek and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0082.pdf,111341.2868
0903-0083,SL- 1-  6,Plum Brook and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0083.pdf,107394.3249
0903-0084,SL- 1-  9,Trout Brook and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0084.pdf,216435.225
0903-0088,SL- 1- 27 thru 48,Minor Tribs to Middle Raquette River,"total length of select tribs, fr Colton to Stark Falls",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0088.pdf,140289.3003
1104-0149,H-369-P127-69,Paul Creek and tribs,entire stream and tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0149.html,49444.97869
0602-0138,SR- 44-23,"Geneganselet Creek, Upper, and tribs","stream and tribs, above McDonough",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0138.html,47939.12364
0602-0140,SR- 44-30,Spring Brook and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0140.pdf,54647.94261
0601-0145,SR-146-36,"Wharton Creek, Middle, and tribs",stream and tribs from Edmeston to Pecktown,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0145.pdf,101027.414
0202-0049,Pa-63-39,Cherry Creek and tribs,entire stream and tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0049.pdf,28513.41533
0202-0050,Pa-63-44,West Branch Conewango and minor tribs,entire stream and selected tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0050.pdf,122253.7439
0202-0051,Pa-63-44- 3,North Branch Conewango Creek and tribs,entire stream and tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0051.pdf,17681.67367
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0159.pdf,9126.649447
0906-0033,SL-25-  7/P1- 3 (portion 7),"Indian River, Upper, and tribs","stream and tribs, above Indian River",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0033.pdf,4033.620952
0906-0027,SL-25-  7/P1- 2- 2,Birch Creek and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0027.html,60556.97219
0906-0030,SL-25-  7/P1- 3 (portion 3),"Indian River, Middle, and minor tribs","stream and select tribs, from Antwerp to above Antwerp",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0030.pdf,24730.9968
0906-0031,SL-25-  7/P1- 3 (portion 4),"Indian River, Middle, and minor tribs","stream and select tribs, fr abv Antwerp to Indian Lake",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0031.pdf,120398.893
0906-0032,SL-25-  7/P1- 3 (portion 6),"Indian River, Middle, and minor tribs","stream and select tribs, fr Inidan L to nr Indian River",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0032.html,197741.7578
0603-0056,SR (Pa)-1-P1-,Tribs to Cayuta Lake,entire length of all tribs to lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0056.pdf,35566.01182
1101-0071,H-299-P27-13- 5,Geyser Brook and tribs,entire stream and selected/smaller tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1101-0071.pdf,113444.3732
1101-0073,H-299-P27-13- 9,Mourning Kill and tribs,entire stream and tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1101-0073.pdf,63492.73509
1101-0074,H-299-P27-13-19,Glowegee Creek and tribs,entire stream and tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1101-0074.pdf,82617.17567
0202-0076,Pa-63-12,Cass Run and tribs,entire stream and tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0076.pdf,34190.55061
1104-0054,H (portion 11),"Upper Hudson, Upper, and minor tribs","stream and select tribs, from North Creek to Newcomb",Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0054.html,360982.273
1104-0055,H (portion 12),"Upper Hudson, Upper, and minor tribs","stream and select tribs, from Newcomb to Sanford Lake",Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0055.html,325710.5344
0601-0054,SR-155,"Ouleout Creek, Lower, and tribs",stream and tribs from mouth to Handsome Br nr Brooklyn,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0054.pdf,23537.53777
0601-0055,SR-155- 3,Handsome Br/West Branch and minor tribs,entire stream (incl West Branch) and smaller tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0055.pdf,84296.83649
0601-0057,SR-155,"Ouleout Creek, Upper, and minor tribs",stream and selected tribs above Handsome Br,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0057.html,150446.9915
0601-0058,SR-155- 7,Treadwell Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0058.pdf,68747.05867
0601-0059,SR-165,Otsdawa Creek and minor tribs,stream and selected tribs fr mouth to East/West Branch,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0059.pdf,44888.61713
0603-0071,SR- 19 thru 27 (selected),Minor Tribs to Lower Susquehanna (north),total length of select tribs from Owego to Endicott,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0071.pdf,12741.19874
0603-0045,SR- 28,"Nanticoke Creek, Lower, and tribs","stream and tribs, from mouth to Union Center",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0045.html,116542.8514
0603-0046,SR- 28,"Nanticoke Creek, Upper, and tribs","stream and tribs, above Maine",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0046.pdf,151898.0378
0201-0052,Pa-53-54-10,"Ischua Creek, Middle, and minor tribs","stream and tribs, from Ischua to Franklinville",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0052.html,131225.8156
1104-0053,H (portion 10),"Upper Hudson, Main Stem",from Warrensburg to North Creek,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0053.pdf,38275.0243
0903-0128,SL- 1-P109-11,Bog River and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0128.pdf,182073.1552
0705-0044,Ont  66-12 (portion 7),"Seneca River, Upper, Main Stem",portion from Waterloo to Seneca Lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0044.html,13141.16649
0705-0046,Ont  66-12-59 thru 70 (selected),Minor Tribs to Upper Seneca River,"total length of selected tribs, fr Lock 1 to Seneca Lk",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0046.pdf,99972.25102
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0159.pdf,3800.640946
0402-0046,Ont 117- 40-P67-,Minor Tribs to Conesus Lake,entire length of selected/smaller tribs to Conesus Lake,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0402-0046.pdf,94278.3444
0705-0080,Ont  66-12-P369- 59- 5a,Catlin Mills Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0080.pdf,33593.03444
0705-0081,Ont  66-12-P369- 59- 6,Mitchell Hollow Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0081.pdf,50302.96453
0705-0082,Ont  66-12-P369- 60,Glen Creek and minor tribs,entire stream and selected tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0082.html,73232.42054
0705-0083,Ont  66-12-P369- 60- 1,Old Barge Canal and minor tribs,entire stream and selected tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0083.pdf,15735.92112
0705-0084,Ont  66-12-P369- 60- 1- 2,Shequaga Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0084.pdf,43352.08435
0705-0085,Ont  66-12-P369- 61 thru 114,"Minor Tribs to Seneca Lake, Southwest","total length of selected tribs, southwest shore",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0085.pdf,226312.0885
0705-0086,Ont  66-12-P369- 91,Rock Stream and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0086.pdf,28767.29612
0603-0064,SR (Pa)-1 (portion 2),"Cayuta Creek, Middle, and tribs","stream and tribs, from Reniff to Van Etten",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0064.pdf,47084.7162
0603-0065,SR (Pa)-1 (portion 3),"Cayuta Creek, Middle, and minor tribs","stream and select tribs, from Van Etten to Cayuta",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0065.html,107655.4696
0703-0090,Ont  66-11-P26-25,"Oneida Creek, Upper, and tribs","stream and tribs, above Oneida",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0090.pdf,247590.7649
0705-0024,Ont  66-12-70,Kendig Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0024.html,43428.17683
0701-0027,Ont  66- 6,Ox Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0701-0027.pdf,80036.11622
0701-0029,Ont  66-12 ..P185-,Tribs to Cross Lake,total length of all tribs to Cross Lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0701-0029.pdf,31250.30417
0701-0030,Ont  66-12- 2 thru 11,Minor Tribs to Lower Seneca River,"total length of tribs, Three Rivers to Onondaga Lk Out",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0701-0030.pdf,37630.87854
0701-0031,Ont  66-12-13 thru 28,Minor Tribs to Lower Seneca River,"total length of selected tribs, Onondaga Lk to Cross Lk",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0701-0031.pdf,93571.53862
0303-0020,Ont  44,"Sandy Creek, Upper, and minor Tribs","stream and select tribs, above Adams",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0020.html,307800.7787
0101-0037,Ont 158..E- 2- 1,"South Branch Smoke Cr, Upper, and tribs","stream and tribs, above Orchard Park",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0101-0037.pdf,7499.342633
0102-0001,Ont 158-12-32,"Little Tonawanda Creek, Lower, and tribs","stream and tribs, from mouth to Linden",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0102-0001.html,84999.0759
0601-0060,SR-183- 8,Kortright Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0060.pdf,65547.76863
0104-0005,Ont 158..E-23 (portion 5),"Cattaraugus Cr, Upper, and tribs","stream and selected tribs, above Stillman Corners",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0104-0005.html,306201.5154
1201-0211,H-240-227,"Ninemile Creek, Upper, and tribs","stream and tribs, above South Trenton",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0211.html,130042.0211
0104-0059,Ont 158..E-23-20-11,Mansfield Creek and tribs,entire stream and tribs,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0104-0059.html,149624.4
0201-0057,Pa-53-54-11,"Oil Creek, Upper, and tribs","stream and tribs, above Cuba Lake Outlet",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0057.pdf,53651.24596
0201-0058,Pa-53-54-11- 5,Cuba Lake Outlet,entire stream,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0058.pdf,4856.346566
1307-0017,H-171-17,"Saw Kill, Lower, and tribs","stream and tribs, from mouth to Zena",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1307-0017.html,19760.79214
1307-0018,H-171-17,"Saw Kill, Middle, and tribs","stream and tribs, from Zena to Shady",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1307-0018.html,65713.15427
1307-0019,H-171-17,"Saw Kill, Upper, adn tribs","stream and tribs, above Shady",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1307-0019.html,22145.93161
1307-0026,H-171-28,Stony Creek and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1307-0026.html,31828.63706
1307-0029,H-171/P848- 5,Bushkill and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1307-0029.html,43544.95863
1307-0031,H-171/P848-42,Little Beaverkill and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1307-0031.html,38151.54179
0705-0047,Ont  66-12-65,Sucker Brook and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0047.pdf,30611.84378
0705-0048,Ont  66-12-67,Silver Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0048.pdf,31224.34303
1201-0205,"H-240-212,213,215,216",Minor Tribs to Mohawk River,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0205.html,62827.03846
1201-0207,H-240-219,"Sauquoit Creek, Middle, and tribs","stream and tribs, fr Washington Mills to Clayville",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0207.html,89066.49188
1201-0208,H-240-219,"Sauquoit Creek, Upper, and tribs","stream and tribs, above Clayville",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0208.html,36652.91926
1201-0209,H-240-219-24,"Trib of Sauquoit Creek, Upper","stream and tribs, above Clayville water supply dam",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0209.pdf,3307.44407
0103-0003,Ont 158..E- 1*,"Buffalo Creek, Lower, and minor tribs","stream and tribs, from mouth to trib -18",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0103-0003.html,102234.706
0706-0015,Ont  66-12-43-P212-28-17,Mill/Dresserville Creek and minor tribs,entire stream and selected tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0706-0015.pdf,53399.64504
0706-0016,Ont  66-12-43-P212-28-17- 1,"Decker Creek, Upper, and tribs","stream and tribs, above Wilson Corners",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0706-0016.pdf,49121.81166
1101-0047,H (portion  8),"Upper Hudson, Main Stem",from Corinth to Hadley,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1101-0047.html,9418.809537
1101-0043,H (portion  3),"Upper Hudson, Main Stem",from Riverside to Schuylerville,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1101-0043.html,31239.64475
1101-0044,H (portion  4),"Upper Hudson, Main Stem",from Schuylerville Glens Falls,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1101-0044.html,45254.6858
0703-0104,Ont  66-11-P26-37- 6- 2- 8,West Branch Limestone Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0104.pdf,47133.03666
0703-0105,Ont  66-11-P26-37- 6- 2-(East Br),East Branch Limestone Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0105.pdf,33364.01566
0705-0036,Ont  66-12-P296- 74,"Fall Creek, Lower, and tribs","stream and tribs, from mouth to Freeville",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0036.html,84680.26357
1202-0063,H-240- 82-133,East Kill and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0063.pdf,84615.97737
1202-0065,H-240- 82-141,Minor Trib to Schoharie Creek,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0065.pdf,4747.411285
1202-0066,H-240- 82-142 thru 147b,Minor Tribs to Schoharie Creek,total length of select tribs fr Hunter to Tannersville,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0066.pdf,31758.6737
0102-0002,Ont 158-12 (portion 3),"Tonawanda Creek, Middle, Main Stem",from East Pembroke to Batavia,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0102-0002.html,18793.60051
0102-0003,Ont 158-12 (portion 4),"Tonawanda Creek, Upper, and minor tribs","stream and selected tribs, above Batavia",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0102-0003.html,410463.906
0102-0004,Ont 158-12- 6,"Ransom Creek, Lower, and tribs","stream and tribs, from mouth to Got Creek",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0102-0004.html,79596.78795
0102-0006,Ont 158-12 (portion 2),"Tonawanda Creek, Middle, Main Stem",from NYS Barge Canal to East Pembroke,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0102-0006.html,79309.91278
0102-0012,Ont 158-12-11,Ledge Creek and minor tribs,entire stream and selected tribs,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0102-0012.html,46516.74504
0102-0018,Ont 158-12- 1,"Ellicott Creek, Lower, and tribs","stream and tribs, from mouth to Alden",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0102-0018.html,180214.5089
0401-0003,Ont 117 (portion  2),"Genesee River, Middle, Main Stem",from NYS Barge Canal to Scottsville,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0401-0003.html,17056.14857
0603-0032,SR- 16- 4-16,Willseyville Creek and minor tribs,entire stream and selected tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0032.pdf,122766.3317
1307-0033,H-171/P848-43,Beaverkill and tribs,"stream and tribs, mouth to Lake Hill",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1307-0033.pdf,34439.24532
1307-0034,H-171/P848-43,Mink Hollow Brook and tribs,"stream and tribs, above Lake Hill",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1307-0034.pdf,15355.27731
1307-0035,H-171/P848-46,Woodland Stream and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1307-0035.html,43653.37118
1307-0036,H-171/P848-50,Bushnellsville Creek and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1307-0036.pdf,22541.54844
1102-0028,H-264-38,"Little Hoosic River, Upper, and tribs",stream and tribs above Petersburg,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1102-0028.html,141518.7899
0905-0110,SL-25 (portion  1),"Oswegatchie River, Lower, Main Stem",from mouth to Black Lake Outlet,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0110.pdf,10894.22078
0905-0111,SL-25 (portion  2),"Oswegatchie River, Lower, Main Stem",from Black Lake Outlet to Rensselaer Falls,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0111.pdf,18749.95636
0704-0008,Ont  66-12-52- 1 thru 22 (selected),Minor Tribs to Clyde River,"total length of selected tribs, fr Montezuma to Lyons",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0704-0008.html,257255.9444
1101-0001,H-299-P27-13- 1-P30- (selected),Tribs to Lake Lonely,total length of selected tribs to lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1101-0001.html,33961.18392
1104-0131,H-369-P127-46,"West Stony Creek, Upper, and tribs","stream and tribs, above Pinnacle",Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0131.pdf,96490.45543
0705-0028,Ont  66-12-50,Crusoe Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0028.pdf,21120.84677
0903-0058,SL- 1- 20,Parkhurst Brook and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0058.html,77383.79951
0903-0059,SL- 1 (portion  1),"Raquette River, Lower, and minor tribs","stream and select tribs, from mouth to Potsdam",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0059.html,229075.388
1101-0002,H (portion  1),"Upper Hudson, Main Stem",from Waterford/Troy to near Mechanicville,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1101-0002.html,16860.44864
1201-0200,H-240-190-2,unnamed trib to Moyer Creek,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0200.html,9367.937738
1201-0203,"H-240-211,214","Ballou, Nail Creeks and tribs",total length of both tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0203.html,9523.573556
0202-0074,Pa-63 (portion 4),"Conewango Creek, Upper, and minor tribs","stream and selected tribs, above Millmans Corners",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0074.pdf,173637.2196
0101-0032,Ont 158-14,unnamed trib to Niagara River,entire stream and tribs,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0101-0032.pdf,4795.555675
0101-0033,Ont 158-15,"Scajaquada Creek, Middle, and tribs","stream and tribs, from Main Street to Cheektowaga",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0101-0033.html,13396.82705
0101-0034,Ont 158-15,"Scajaquada Creek, Upper, and tribs","stream and tribs, above Cheektowaga",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0101-0034.html,24372.03718
0201-0013,Pa-53-21,"Little Valley Creek, Lower, and tribs","stream and tribs, from mouth to Elkdale",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0013.pdf,95959.91694
0201-0014,Pa-53-11,"Cold Spring Creek, Lower, and tribs","stream and tribs, from mouth to Napoli",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0014.pdf,54030.95186
0702-0002,Ont  66-12-12-P154- 5,"Harbor Brook, Lower, and tribs","stream and tribs, from mouth to Taunton",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0702-0002.html,7980.232006
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0159.pdf,11487.18452
1104-0153,H-369.. (portion 3),"Sacandaga River, Upper, and minor tribs",stream and tribs from East Branch to Lake Pleasant,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0153.html,147076.2239
0403-0008,Ont 117-136,"Caneadea Creek, Lower, and tribs",stream and tribs from mouth to Rushford Lake,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0008.pdf,10388.69555
0403-0011,Ont 117-176,Vandermark Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0011.html,74004.29003
0603-0034,SR- 16- 8,"East Branch Owego Cr, Upper, and tribs","stream and tribs, above Newark Valley",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0034.pdf,227631.0756
0705-0070,Ont  66-12-P296- 99 thru 167 (sel.),"Minor Tribs to Cayuga Lake, Western","total length of selected tribs, western shore",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0070.html,288161.6286
0201-0036,Pa-53-22 thru 33 (selected),Minor Tribs to Allegheny River,"total length of selected upper tribs, within state park",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0036.pdf,83622.9699
0201-0038,Pa-53-23,"Salamanca Water Supply Trib, Upper","stream and tribs, above Salamance waterworks",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0038.html,6540.23965
0201-0039,Pa-53-25,"Great Valley Cr, Lower, and minor tribs","stream and minor tribs, from mouth to Great Valley",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0039.pdf,80515.47547
0201-0040,Pa-53-25,"Great Valley Cr, Upper, and tribs","stream and tribs, above Ellicottville",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0040.pdf,156345.8114
0201-0041,Pa-53-25- 6,Wrights Creek and tribs,entire stream and tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0041.html,155417.7505
0603-0026,SR- 11,Wappasening Creek and tribs,entire stream and tribs (within NYS),Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0026.pdf,29897.44133
0603-0027,SR- 12,"Pipe Creek, Lower, and tribs","stream and tribs, from mouth to Straits Corners",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0027.html,90689.97421
0603-0028,SR- 13,Hunts Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0028.pdf,43456.08905
0603-0029,SR- 15 thru 22 (selected),Minor Tribs to Lower Susquehanna (south),total length of select tribs fr Lounsberry to Apalachin,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0029.pdf,37367.09943
0302-0052,Ont  71a thru 79 (selected),"Minor Tribs to Lake Ontario, Central","total length of selected tribs, Ninemile Cr to Port Bay",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0302-0052.pdf,28250.52995
0402-0063,Ont 117- 53,Salt/Bidwells Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0402-0063.html,49160.68243
0402-0064,Ont 117- 57,Jaycox Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0402-0064.html,55301.98519
0402-0066,Ont 117- 27,"Honeoye Creek, Middle, and minor tribs",stream and smaller tribs fr Spring Br to Honeoye Falls,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0402-0066.pdf,4945.265246
0402-0067,Ont 117- 27-28,Beebe Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0402-0067.pdf,74265.19495
0402-0068,Ont 117- 27-34- 7,Kinney Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0402-0068.html,28740.57319
