Segment_ID,Segment_Name,Class,FACT_SHEET,HMW ,Waterbody_Index_Number,Description,Monitoring_Data,USGS,6NYCRR_Chapter_X_Part,Basin,Segment_Miles,Waterbody_Type,Notes,Shape__Area,Shape__Length
0303-0076,Mill Creek and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0303-0076.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0303-0076/2018,Ont  53-16- 3,entire stream and tribs,,,847,Lake Ontario,41.89,Streams,,,67418.25065
0303-0077,Mad River and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0303-0077.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0303-0077/2018,Ont  53-16-10,entire stream and tribs,,,847,Lake Ontario,149.79,Streams,,,241056.7105
0303-0079,Prince Brook and tribs,C(TS),https://www.dec.ny.gov/data/WQP/PWL/0303-0079.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0303-0079/2018,Ont  53-26,entire stream and tribs,,,847,Lake Ontario,17.99,Streams,,,28955.57871
0303-0080,Fall Brook and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0303-0080.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0303-0080/2018,Ont  53-33,entire stream and tribs,,,847,Lake Ontario,21.58,Streams,,,34729.7448
0303-0081,Grindstone Creek and minor tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0303-0081.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0303-0081/2018,Ont  54,entire stream and select tribs,,,898,Lake Ontario,10.15,Streams,,,16335.09157
0303-0082,North Branch Grindstone Creek and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0303-0082.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0303-0082/2018,Ont  54,entire stream and tribs,,,847,Lake Ontario,21.57,Streams,,,34717.91585
0303-0083,Little Grindstone Creek and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0303-0083.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0303-0083/2018,Ont  54- 2,entire stream and tribs,,,847,Lake Ontario,28.24,Streams,,,45440.72039
0303-0087,Sage Creek and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0303-0087.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0303-0087/2018,Ont  57,entire stream and tribs,,,847,Lake Ontario,29.62,Streams,,,47665.44312
0303-0089,North Branch Little Salmon R and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0303-0089.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0303-0089/2018,Ont  58- 9,entire stream and tribs,,,847,Lake Ontario,47.4,Streams,,,76281.91852
0303-0095,South Branch Little Salmon R and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0303-0095.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0303-0095/2018,Ont  58-10,entire stream and tribs,,,847,Lake Ontario,34.18,Streams,,,55006.5721
0303-0098,Butterfly Creek and tribs,C,https://www.dec.ny.gov/data/WQP/PWL/0303-0098.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0303-0098/2018,Ont  59,entire stream and tribs,,,847,Lake Ontario,21.4,Streams,,,34434.52852
0303-0099,Catfish Creek and tribs,C(T),https://www.dec.ny.gov/data/WQP/PWL/0303-0099.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0303-0099/2018,Ont  60,entire stream and tribs,,,847,Lake Ontario,42.65,Streams,,,68636.87537
0303-0101,Minor Tribs to L. Ontario,C,https://www.dec.ny.gov/data/WQP/PWL/0303-0101.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY0303-0101/2018,Ont  19a thru 24 (select),"total length of select tribs, from Black R to Sawyer Pt",,,847,Lake Ontario,5.62,Streams,,,9043.043279
1301-0006,Hudson River (Class I),I,https://www.dec.ny.gov/data/WQP/PWL/1301-0006.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0006/2018,H (portion 1),from Harlem River to mouth at Battery Park,,,864,Lower Hudson River,,Estuary,,27321600.09,120301.8748
1301-0005,"Hudson River (Class SB), portion",SB,https://www.dec.ny.gov/data/WQP/PWL/1301-0005.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0005/2018,H (portion 2a),from Riverdale (Westch/Bronx Co line) to Harlem River,,,864,Lower Hudson River,,Estuary,,6726456.477,12061.34434
1301-0003,Hudson River (Class B),B,https://www.dec.ny.gov/data/WQP/PWL/1301-0003.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0003/2018,H (portion 3),from Roseton/Chelsea to Bear Mountain Bridge,,,858,Lower Hudson River,,Estuary,,36061301.41,93326.1276
1301-0001,Hudson River (Class A),A,https://www.dec.ny.gov/data/WQP/PWL/1301-0001.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0001/2018,H (portion 4),from Kingston to Roseton/Chelsea,,,858,Lower Hudson River,,Estuary,,41709867.84,108253.4439
1301-0002,Hudson River (Class C),C,https://www.dec.ny.gov/data/WQP/PWL/1301-0002.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0002/2018,H (portion 5),from Troy Dam to south end of Houghtaling Island,,,858,Lower Hudson River,,Estuary,,14167146.27,134186.8997
1301-0276,Hudson River,A,https://www.dec.ny.gov/data/WQP/PWL/1301-0276.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0276/2018,H (portion 3a),from south end of Houghtailing Island to Kingston,,,858,Lower Hudson River,,Estuary,,63127336.1,251900.9388
1301-0094,"Hudson River (Class SB), portion",SB,https://www.dec.ny.gov/data/WQP/PWL/1301-0094.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0094/2018,H (portion 2b),From Bear Mt Bridge to Riverdale (Westch/Bronx Co line),,,864,Lower Hudson River,,Estuary,,127857753.9,179089.5903
1301-0232,Alcove Reservoir,A,https://www.dec.ny.gov/data/WQP/PWL/1301-0232.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0232/2018,H-212-P185,entire reservoir,,,863,Lower Hudson River,,Ponds,,5517327.867,27635.221
1301-0234,Vly Creek Reservoir,C,https://www.dec.ny.gov/data/WQP/PWL/1301-0234.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0234/2018,H-214-10- 3-P262a,entire reservoir,,,863,Lower Hudson River,,Ponds,,757140.6404,9604.427079
1301-0247,Rensselaer Lake,B(T),https://www.dec.ny.gov/data/WQP/PWL/1301-0247.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0247/2018,H-226-P336,entire lake,,,863,Lower Hudson River,,Ponds,,128218.7876,4619.2834
1301-0250,Moules Lake,A,https://www.dec.ny.gov/data/WQP/PWL/1301-0250.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0250/2018,H-235- 8-P374,entire lake,,,863,Lower Hudson River,,Ponds,,44258.94946,808.3055689
1301-0258,"Mill Pond, Second Pond, Long Pond",A(T),https://www.dec.ny.gov/data/WQP/PWL/1301-0258.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0258/2018,"H-236-13-11-P426,P427,P428",total area of all three lakes,,,863,Lower Hudson River,,Ponds,,643073.3672,7627.156808
1301-0262,Dunham Reservoir,A,https://www.dec.ny.gov/data/WQP/PWL/1301-0262.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0262/2018,H-236-13-P425,entire reservoir,,,863,Lower Hudson River,,Ponds,,393319.656,6192.54718
1301-0268,"Bonesteel Pond, Wager Pond/Madonna Lake",B,https://www.dec.ny.gov/data/WQP/PWL/1301-0268.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0268/2018,"H-236-22-P438,P439",total area of both lakes,,,863,Lower Hudson River,,Ponds,,352452.2283,5121.072725
1301-0271,Dyken Pond,B,https://www.dec.ny.gov/data/WQP/PWL/1301-0271.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0271/2018,H-236-P445,entire lake,,,863,Lower Hudson River,,Ponds,,746467.3628,7988.080164
1301-0273,"Wright Lake, Bradley Lake",C,https://www.dec.ny.gov/data/WQP/PWL/1301-0273.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0273/2018,"H-238-P454,P455",total area of both lakes,,,863,Lower Hudson River,,Ponds,,69601.62158,1719.715137
1302-0005,Cross River Reservoir,AA(T),https://www.dec.ny.gov/data/WQP/PWL/1302-0005.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0005/2018,H- 31-P44-35-P109,entire reservoir,,,864,Lower Hudson River,,Ponds,,3636371.786,20055.0033
1302-0006,Lake Carmel,B,https://www.dec.ny.gov/data/WQP/PWL/1302-0006.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0006/2018,H- 31-P44-23-P59- 6-P62..P62a,entire lake,,,864,Lower Hudson River,,Ponds,,755078.9753,7258.597149
1302-0007,Lake Mahopac,A,https://www.dec.ny.gov/data/WQP/PWL/1302-0007.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0007/2018,H- 31-P44-14-P53,entire lake,,,864,Lower Hudson River,,Ponds,,2341345.29,12791.09417
1302-0009,Middle Branch Reservoir,A,https://www.dec.ny.gov/data/WQP/PWL/1302-0009.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0009/2018,H- 31-P44-23-P59- 6 (portion 2)/P62,entire reservoir,,,864,Lower Hudson River,,Ponds,,1617273.211,10375.73215
1302-0010,New Croton Reservoir,AA,https://www.dec.ny.gov/data/WQP/PWL/1302-0010.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0010/2018,H- 31-P44,entire reservoir,,,864,Lower Hudson River,,Ponds,,7887417.39,61683.48636
1302-0022,West Branch Reservoir,AA,https://www.dec.ny.gov/data/WQP/PWL/1302-0022.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0022/2018,H- 31-P44-23 (portion 4)/P67,entire reservoir,,,864,Lower Hudson River,,Ponds,,2814910.313,15254.30457
1302-0025,Lake Gleneida,AA(T),https://www.dec.ny.gov/data/WQP/PWL/1302-0025.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0025/2018,H- 31-P44-23..P67..P74,entire lake,,,864,Lower Hudson River,,Ponds,,673805.834,3615.459485
1302-0026,Croton Falls Reservoir,A(T),https://www.dec.ny.gov/data/WQP/PWL/1302-0026.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0026/2018,H- 31-P44-23 (portion 2)/P59,entire reservoir,,,864,Lower Hudson River,,Ponds,,2321381.456,13393.01598
1302-0035,Titicus Reservoir,AA,https://www.dec.ny.gov/data/WQP/PWL/1302-0035.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0035/2018,H- 31-P44-26/P103,entire reservoir,,,864,Lower Hudson River,,Ponds,,2720573.598,14903.28273
1302-0042,Upper New Croton/Muscoot Reservoir,A,https://www.dec.ny.gov/data/WQP/PWL/1302-0042.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0042/2018,H- 31-P44,reservoir above ...,,,864,Lower Hudson River,,Ponds,,3116636.291,38374.74557
1302-0044,Amawalk Reservoir,A,https://www.dec.ny.gov/data/WQP/PWL/1302-0044.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0044/2018,H- 31-P44-14-P50,entire reservoir,,,864,Lower Hudson River,,Ponds,,2292998.483,13085.20385
1302-0045,Boyd Corners Reservoir,AA,https://www.dec.ny.gov/data/WQP/PWL/1302-0045.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0045/2018,H- 31-P44-23 (portion 6)/P76,entire reservoir,,,864,Lower Hudson River,,Ponds,,881561.4834,8983.081475
1302-0046,Diverting Reservoir,AA,https://www.dec.ny.gov/data/WQP/PWL/1302-0046.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0046/2018,H- 31-P44-24 (portion 2)/P83,entire reservoir,,,864,Lower Hudson River,,Ponds,,505001.3547,5387.764936
1302-0069,Twin Lakes,B,https://www.dec.ny.gov/data/WQP/PWL/1302-0069.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0069/2018,H- 31-P44- 1-P45a/P45b,total area of both lakes,,,864,Lower Hudson River,,Ponds,,112162.5144,2822.863525
1302-0078,Mohansic Lake,A,https://www.dec.ny.gov/data/WQP/PWL/1302-0078.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0078/2018,H- 31-P44-14- 1-P48- 3-P49,entire lake,,,864,Lower Hudson River,,Ponds,,434550.5215,3872.883497
1302-0080,Kirk Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1302-0080.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0080/2018,H- 31-P44-14- 7-P52,entire lake,,,864,Lower Hudson River,,Ponds,,499622.6833,5907.156873
1302-0090,Teakettle Sprout Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1302-0090.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0090/2018,H- 31-P44-17- 6a-P57c,entire lake,,,864,Lower Hudson River,,Ponds,,31887.72485,836.1613064
1302-0096,Sagamore Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1302-0096.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0096/2018,H- 31-P44-23 (portion 8)/P76j,entire lake,,,864,Lower Hudson River,,Ponds,,406972.8149,5427.86961
1302-0109,Stump Pond,B,https://www.dec.ny.gov/data/WQP/PWL/1302-0109.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0109/2018,H- 31-P44-23-P59- 6-P62..P62a..P63,entire lake,,,864,Lower Hudson River,,Ponds,,149993.6655,1934.661122
1302-0112,"Browns Pond, Dutchess Lake",B,https://www.dec.ny.gov/data/WQP/PWL/1302-0112.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0112/2018,"H- 31-P44-23-P59- 6-P62..P65,P65a",total area of both lakes,,,864,Lower Hudson River,,Ponds,,222231.9475,4557.391645
1302-0114,"Long Pond, Dixon Lake, Lockwood Pond",B,https://www.dec.ny.gov/data/WQP/PWL/1302-0114.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0114/2018,H- 31-P44-23..P67..P69toP,total area of all three lakes,,,864,Lower Hudson River,,Ponds,,289816.3098,3881.563248
1302-0116,Pine Pond,B,https://www.dec.ny.gov/data/WQP/PWL/1302-0116.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0116/2018,H- 31-P44-23..P67..P72,entire lake,,,864,Lower Hudson River,,Ponds,,300475.7466,3024.654487
1302-0120,"Leetown Pond, Lake Winham, L.Buck Mt.Pd.",B,https://www.dec.ny.gov/data/WQP/PWL/1302-0120.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0120/2018,H- 31-P44-23..P76..P76a/e,total area of all three lakes,,,864,Lower Hudson River,,Ponds,,233554.2485,5023.219342
1302-0122,White Pond,A,https://www.dec.ny.gov/data/WQP/PWL/1302-0122.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0122/2018,H- 31-P44-23..P79,entire lake,,,864,Lower Hudson River,,Ponds,,566487.6377,3527.21213
1302-0123,Black Pond,A,https://www.dec.ny.gov/data/WQP/PWL/1302-0123.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0123/2018,H- 31-P44-23..P80,entire lake,,,864,Lower Hudson River,,Ponds,,670016.3926,7414.866285
1302-0128,Haines Pond,B,https://www.dec.ny.gov/data/WQP/PWL/1302-0128.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0128/2018,H- 31-P44-24- P89- 7-P92,entire lake,,,864,Lower Hudson River,,Ponds,,123582.9082,1440.253333
1302-0130,Little Pond,B,https://www.dec.ny.gov/data/WQP/PWL/1302-0130.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0130/2018,H- 31-P44-24-19-P94,entire lake,,,864,Lower Hudson River,,Ponds,,54318.7019,921.5103671
1302-0132,"Mendel P, Wonder L, Ice P, Brewster P",B,https://www.dec.ny.gov/data/WQP/PWL/1302-0132.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0132/2018,"H- 31-P44-24-25..P97c,P97d,P98,P99b",total area of all four lakes,,,864,Lower Hudson River,,Ponds,,394925.4458,6173.357719
1302-0142,Pea Pond,C,https://www.dec.ny.gov/data/WQP/PWL/1302-0142.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0142/2018,H- 31-P44-35-P109-11-P120,entire lake,,,864,Lower Hudson River,,Ponds,,26026.1665,898.8383658
1302-0145,Gilmore Pond,B,https://www.dec.ny.gov/data/WQP/PWL/1302-0145.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0145/2018,H- 31-P44-36-P124h,entire lake,,,864,Lower Hudson River,,Ponds,,32897.14771,938.7009274
1302-0147,Howlands Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1302-0147.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0147/2018,H- 31-P44-43-P127,entire lake,,,864,Lower Hudson River,,Ponds,,100347.5586,1784.937574
1303-0013,Browns Pond Reservoir,A,https://www.dec.ny.gov/data/WQP/PWL/1303-0013.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1303-0013/2018,H- 89- 2-P226a,entire reservoir,,,862,Lower Hudson River,,Ponds,,781421.6238,9196.481254
1303-0019,Lake Frederick,B,https://www.dec.ny.gov/data/WQP/PWL/1303-0019.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1303-0019/2018,H- 89- 7-10-P231f,entire lake,,,862,Lower Hudson River,,Ponds,,75099.4895,1378.46834
1303-0021,Beaver Dam Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1303-0021.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1303-0021/2018,H- 89-12-P234,entire lake,,,862,Lower Hudson River,,Ponds,,676511.2065,7051.748639
1303-0023,Orange Rockland Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1303-0023.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1303-0023/2018,H- 89-17-P239d,entire lake,,,862,Lower Hudson River,,Ponds,,296096.1404,6112.655219
1303-0024,Tomahawk Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1303-0024.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1303-0024/2018,H- 89-19-P240d,entire lake,,,862,Lower Hudson River,,Ponds,,702805.9604,6939.517438
1304-0018,Barrett Pond,C,https://www.dec.ny.gov/data/WQP/PWL/1304-0018.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1304-0018/2018,H- 95- 5- 3a-P345i,entire lake,,,862,Lower Hudson River,,Ponds,,74609.62646,1519.160417
1304-0033,"Whaley Lake, Little Whaley Lake",B,https://www.dec.ny.gov/data/WQP/PWL/1304-0033.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1304-0033/2018,"H- 95-19-P353,P354",total area of both lakes,,,862,Lower Hudson River,,Ponds,,1209677.787,11269.33838
1305-0002,Silver Lake,AA(T),https://www.dec.ny.gov/data/WQP/PWL/1305-0002.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1305-0002/2018,H-101-18-13-P378,entire lake,,,857,Lower Hudson River,,Ponds,,447771.7427,7679.174382
1305-0003,Long Pond,AA,https://www.dec.ny.gov/data/WQP/PWL/1305-0003.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1305-0003/2018,H-101-18-11-P375,entire lake,,,857,Lower Hudson River,,Ponds,,331373.594,4599.114291
1305-0010,"Thompson, Stissing, Mud/Twin Isl Ponds",B,https://www.dec.ny.gov/data/WQP/PWL/1305-0010.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1305-0010/2018,"H-101-P408,P409,P410",total area of all three lakes,,,857,Lower Hudson River,,Ponds,,827223.2141,11150.85267
1305-0017,Lake Onida,B,https://www.dec.ny.gov/data/WQP/PWL/1305-0017.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1305-0017/2018,H-101- 4- 2- 1-P366b,entire lake,,,857,Lower Hudson River,,Ponds,,58818.68115,1064.944005
1306-0003,Rondout Reservoir,AA(TS),https://www.dec.ny.gov/data/WQP/PWL/1306-0003.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1306-0003/2018,H-139-14 (portion 5)/P815a,entire reservoir,,,862,Lower Hudson River,,Ponds,,8190072.393,30536.34391
1306-0036,"Third, First Binnewater Lakes, Twin Lk",A,https://www.dec.ny.gov/data/WQP/PWL/1306-0036.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1306-0036/2018,"H-139- 7-P449-P452,P452,P452a",total area of all three lakes,,,855,Lower Hudson River,,Ponds,,185474.6423,6461.874244
1306-0037,Sturgeon Pond,B,https://www.dec.ny.gov/data/WQP/PWL/1306-0037.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1306-0037/2018,H-139-13 (portion 1)/P453a,entire lake,,,855,Lower Hudson River,,Ponds,,757432.9612,7183.074479
1306-0060,Shawangunk Lake/Highland Lake,AA,https://www.dec.ny.gov/data/WQP/PWL/1306-0060.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1306-0060/2018,"H-139-13-19-28-P491,P492",total area of both lakes,,,855,Lower Hudson River,,Ponds,,882740.885,10300.46877
1306-0073,Silver Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1306-0073.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1306-0073/2018,H-139-13-51-P579a,entire lake,,,855,Lower Hudson River,,Ponds,,184503.3826,2175.019979
1306-0076,Goshen Reservoir,AA,https://www.dec.ny.gov/data/WQP/PWL/1306-0076.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1306-0076/2018,H-139-13-53-P623,entire reservoir,,,855,Lower Hudson River,,Ponds,,201104.2588,3466.129646
1306-0083,Wickham Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1306-0083.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1306-0083/2018,H-139-13-61- 9-P698,entire lake,,,855,Lower Hudson River,,Ponds,,672313.6318,3727.676054
1306-0095,Fourth Binnewater Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1306-0095.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1306-0095/2018,H-139-14- 5-P770,entire lake,,,855,Lower Hudson River,,Ponds,,287461.689,4423.675124
1306-0102,Awosting Lake,AA(T),https://www.dec.ny.gov/data/WQP/PWL/1306-0102.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1306-0102/2018,H-139-14-16-P781,entire lake,,,855,Lower Hudson River,,Ponds,,358236.1909,4581.414765
1306-0105,Lyonsville Pond,C,https://www.dec.ny.gov/data/WQP/PWL/1306-0105.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1306-0105/2018,H-139-14-18-P783,entire lake,,,855,Lower Hudson River,,Ponds,,111284.4819,2291.661624
1306-0111,Lyons Lake,A,https://www.dec.ny.gov/data/WQP/PWL/1306-0111.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1306-0111/2018,H-139-14-35- 1-P789a,entire lake,,,855,Lower Hudson River,,Ponds,,134022.6321,2933.345509
1306-0119,Upper Ulster Lake,B(T),https://www.dec.ny.gov/data/WQP/PWL/1306-0119.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1306-0119/2018,H-139-14-38- 3- 4-P799,entire lake,,,855,Lower Hudson River,,Ponds,,221738.9146,4791.593154
1306-0120,Ulster Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1306-0120.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1306-0120/2018,H-139-14-38- 3-P797a,entire lake,,,855,Lower Hudson River,,Ponds,,917640.7568,10733.33737
1306-0124,Silver/Woods Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1306-0124.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1306-0124/2018,H-139-14-38-P807,entire lake,,,855,Lower Hudson River,,Ponds,,336768.2563,4387.036761
1307-0004,Ashokan Reservoir,AA(T),https://www.dec.ny.gov/data/WQP/PWL/1307-0004.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1307-0004/2018,H-171 (portion 3)/P848,entire reservoir,,,862,Lower Hudson River,,Ponds,,32618786.09,83722.99989
1307-0020,Kingston Reservoirs 1 and 2,B(T),https://www.dec.ny.gov/data/WQP/PWL/1307-0020.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1307-0020/2018,"H-171-17 P837,P838a",total area of both reservoirs,,,861,Lower Hudson River,,Ponds,,103448.7539,3826.484615
1307-0022,Cooper Lake,A,https://www.dec.ny.gov/data/WQP/PWL/1307-0022.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1307-0022/2018,H-171-17-21-P839,entire lake,,,861,Lower Hudson River,,Ponds,,606092.948,3817.871636
1307-0027,Stone Ridge Pond,C,https://www.dec.ny.gov/data/WQP/PWL/1307-0027.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1307-0027/2018,H-171-30-P846,entire lake,,,861,Lower Hudson River,,Ponds,,25941.32593,893.7529256
1307-0032,Yankeetown Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1307-0032.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1307-0032/2018,H-171/P848-42-P853,entire lake,,,862,Lower Hudson River,,Ponds,,150454.1311,3497.373288
1308-0003,Robinson Pond,B(T),https://www.dec.ny.gov/data/WQP/PWL/1308-0003.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1308-0003/2018,H-188-P902,entire lake,,,863,Lower Hudson River,,Ponds,,459931.6377,8213.221313
1308-0014,Lake Taghanic,B(TS),https://www.dec.ny.gov/data/WQP/PWL/1308-0014.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1308-0014/2018,H-188-18-P869,entire lake,,,863,Lower Hudson River,,Ponds,,680994.9778,6013.090086
1308-0019,Miller Pond,B,https://www.dec.ny.gov/data/WQP/PWL/1308-0019.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1308-0019/2018,H-188-56-P891,entire lake,,,863,Lower Hudson River,,Ponds,,94494.50269,1296.685572
1309-0001,Basic Creek Reservoir,A,https://www.dec.ny.gov/data/WQP/PWL/1309-0001.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1309-0001/2018,H-193-29-P950a,entire reservoir,,,863,Lower Hudson River,,Ponds,,958411.7417,7813.561554
1309-0017,"South Lake, North Lake",B,https://www.dec.ny.gov/data/WQP/PWL/1309-0017.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1309-0017/2018,H-193- 2-P921,total area of both lakes,,,863,Lower Hudson River,,Ponds,,324866.9668,3705.462881
1309-0024,Potuck Reservoir,A,https://www.dec.ny.gov/data/WQP/PWL/1309-0024.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1309-0024/2018,H-193- 9- 2-P925a,entire reservoir,,,863,Lower Hudson River,,Ponds,,217481.4956,4261.955786
