PWL_ID,NAME,DESCRIPT,BASIN,FACT_SHEET,Shape__Area,Shape__Length,WIN
1005-0003,"Mettawee River, Upper, and minor tribs",stream and selected tribs from trib -15 to NY-VT border,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0003.html,,122515.1215,C-134
1005-0004,Big Creek and tribs,entire stream and tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0004.html,,86420.7338,C-134- 4-27
1005-0011,"Putnam Creek, Lower, and tribs",stream and tribs from mouth to Ironville/Penfield Pond,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0011.html,,104285.6045,C- 96
1005-0013,"Halfway Creek, Lower, and tribs",stream and selected tribs from mouth to Tripoli,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0013.pdf,,114463.3355,C-134- 4-19
0801-0315,Unnamed Tribs to Crystal Creek,total length of select tribs,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0315.html,,2639.378207,"Ont  19- 45-10,11"
0801-0413,"Sugar River Trib, Upper","stream and tribs, above Constableville",Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0413.pdf,,2067.977313,Ont  19- 91-10
0801-0415,"Long Lake Outlet/Cumming Cr, and tribs",entire stream and tribs,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0415.html,,30105.93847,Ont  19- 94- 1(-1)
0801-0273,"Beaver River, Lower, and minor tribs","stream and select tribs, fr Beaver Falls to High Falls",Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0273.pdf,,40458.43831,Ont  19- 40 (portion  2)
0801-0419,Tribs to Long Lake,total length of all tribs to lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0419.pdf,,21222.37833,Ont  19- 94- 1-P922-
0801-0422,Kents Creek and tribs,entire stream and tribs,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0422.pdf,,29414.6489,Ont  19- 98
0801-0423,"Crystal Creek, Upper, and tribs","stream and tribs, above Forestport",Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0423.pdf,,7204.093538,Ont  19- 99
0801-0424,Alder Creek and tribs,entire stream and tribs,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0424.pdf,,20030.19439,Ont  19-103
0801-0429,Bear Creek and tribs,entire stream and tribs,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0429.pdf,,75704.50848,Ont  19-104- 3
0801-0442,Minor Tribs to Kayuta Lake,total length of select tribs to the lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0442.pdf,,78045.90715,Ont  19-105 thru 112
0801-0445,"Little Black Creek, Upper, and tribs","stream and tribs, above Wheelertown",Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0445.pdf,,75394.25922,Ont  19-114
0801-0447,Twin Lakes Stream and tribs,entire stream and tribs,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0447.pdf,,15824.95564,Ont  19-119
0801-0452,Tribs to North Lake,total length of all tribs to lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0452.pdf,,92313.66583,Ont  19-P1007-
1004-0015,"Ausable River, Lower, and minor tribs",stream and selected tribs from mouth to Ausable Chasm,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0015.html,,66147.12924,C- 25
1004-0018,"Little Ausable River, Lower, and tribs",stream and tribs from mouth to dam in Peru,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0018.html,,92702.57342,C- 23
1005-0053,"Poultney River, Lower, and tribs",stream and tribs from mouth at East Bay to Carver Falls,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0053.html,,31015.65725,C-138
1005-0054,"Poultney River, Upper, and tribs",stream and tribs above Carver Falls (within NYS),Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0054.html,,27682.89727,C-138
0801-0278,"Beaver River, Middle, and tribs","stream and tribs, fr Soft Maple Res to Beaver Lake",Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0278.pdf,,11025.9325,Ont  19- 40 (portion  8)
0801-0283,"Sandy Creek, Upper, and tribs",stream and tribs above Croghan Reservoir,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0283.pdf,,10786.0336,Ont  19- 40- 7- 3
0801-0293,Minor Tribs to Nehasane Lake,total length of all tribs to lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0293.pdf,,34166.75758,Ont  19- 40-P493-19-P539-
0801-0296,Minor Tribs to Lake Lila,total length of selected tribs to lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0296.pdf,,44843.04747,Ont  19- 40-P493-19-P539- 5-P541-
0801-0297,Shingle Shanty Brook and tribs,entire stream and tribs,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0297.pdf,,90455.20397,Ont  19- 40-P493-19-P539- 5-P541- 7
0801-0313,Minor Tribs to Middle Black River,"total length of selected tribs, fr Naumburg to Lowville",Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0313.html,,151974.0675,Ont  19- 41 thru 50 (selected)
1004-0055,"Palmer Brook, Upper, and tribs",stream and tribs above Ausable Forks water supply dam,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0055.pdf,,24599.36638,C- 25-25
1202-0050,West Kill/Mill Creek and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0050.html,,124819.6572,H-240- 82-104
1202-0052,Mine Kill and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0052.pdf,,51259.82277,H-240- 82-106
1202-0053,Platter Kill and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0053.html,,36541.68214,H-240- 82-108
1202-0054,Minor Tribs to Schoharie Reservoir,total length of selected tribs to the reservoir,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0054.html,,91045.61695,H-240- 82-110 thru 115
0104-0065,Lime Lake Outlet and tribs,entire stream and tribs,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0104-0065.html,,55574.35563,Ont 158..E-23-48-3
0104-0072,Halfway Brook and tribs,entire stream and tribs,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0104-0072.pdf,,9839.482022,Ont 158..E-24
0104-0073,Minor Tribs to Cattaraugus Creek,"total length of selected tribs, from mouth to Gowanda",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0104-0073.html,,243671.3374,Ont 158..E-23- 1 thru 18 (selected)
0104-0074,Minor Tribs to Cattaraugus Creek,"total length of select tribs, fr Gowanda to Springville",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0104-0074.html,,210804.3552,Ont 158..E-23-19 thru 31 (selected)
0104-0075,Minor Tribs to Cattaraugus Creek,"total length of sel. tribs, fr Springville to Still Cor",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0104-0075.pdf,,110136.6619,Ont 158..E-23-43 thru 47
0105-0001,"Chautauqua Creek, Lower, and minor tribs","stream and selected tribs, fr mouth to near Minton Res",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0001.html,,9648.706476,Ont 158..E-68
1005-0061,Winchell Creek and tribs,entire stream and tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0061.pdf,,51107.94944,C-134- 4-17
1005-0063,"Halfway Creek, Upper, and tribs",stream and selected tribs above Tripoli,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0063.html,,63488.88445,C-134- 4-19
1005-0064,"Bishop Brook, Lower, and tribs",stream and tribs from mouth to Hadlock Pond,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0064.html,,46347.62491,C-134- 4-19- 8
1006-0002,Indian Brook and tribs,entire stream and tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1006-0002.html,,47402.40121,C-101-P367-59
1006-0003,Huddle/Finkle Brooks and tribs,total length of both streams and tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1006-0003.html,,30335.32439,"C-101-P367-53,56"
1006-0004,"Tribs to L.George, Town of Lake George",total length of selected tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1006-0004.html,,9158.763521,C-101-P367-42 thru 48
1006-0006,Hague Brook and tribs,entire stream and tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1006-0006.html,,28876.27792,C-101-P367-86
1006-0008,"Tribs to L.George, Village of L George",total length of selected tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1006-0008.html,,35910.38001,C-101-P367-32 thru 40
1006-0017,Ticonderoga Creek,entire stream,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1006-0017.html,,75340.7477,C-101
1006-0018,Trout Brook and tribs,entire stream and tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1006-0018.html,,11402.5128,C-101- 1
1006-0020,"Tribs to L.George, East Shore",total length of selected tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1006-0020.html,,93797.53374,C-101-P367- 1 thru 26
0403-0077,"Genesee River, Upper, Main Stem",from Caneadea to Angelica,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0077.pdf,,15368.52024,Ont 117 (portion  8)
1003-0001,"Saranac River, Lower, Main Stem",river from Woods Mills to Plattsburgh Town Line,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0001.pdf,,8149.828253,C- 15 (portion 2)
0801-0277,"Beaver River, Middle, and tribs","stream and tribs, fr Effley Falls Res to Soft Maple Res",Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0277.html,,50370.50398,Ont  19- 40 (portion  6)
0601-0177,Herkimer Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0177.pdf,,38733.75645,SR-204-P392- 1
0601-0178,Hyder Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0178.pdf,,23482.43132,SR-204-P392- 3
0601-0179,Minor Tribs to Otsego Lake,selected/minor tribs to lake,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0179.html,,71644.32894,SR-P404-
0601-0180,Hayden Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0180.pdf,,25666.31616,SR-P404-12
0601-0181,Shadow Brook and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0181.pdf,,53503.61549,SR-P404-14
0601-0182,"Susquehanna River, Main Stem",from Binghamton to NY-Pa state line nr Riverside,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0182.html,,26825.78551,SR (portion 5)
0601-0185,"Hotchkiss Creek, Upper, and tribs",stream and tribs above Windsor,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0185.pdf,,2592.826247,SR-103
0601-0186,Minor Tribs to Susquehanna River,total length of select tribs from Nineveh to Sidney,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0186.pdf,,150406.6796,SR-124 thru 145 (selected)
1004-0046,"Boquet River, Middle, and minor tribs",stream and selected tribs from Wadhams to Elizabethtown,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0046.html,,68282.19214,C- 48
0801-0259,Lake Creek and tribs,entire stream and tribs,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0259.pdf,,14195.79291,Ont  19- 22
1304-0015,"Hell Hollow Creek, Upper, and tribs","stream and tribs, above unnamed pond",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1304-0015.pdf,,1412.885724,H- 95- 5- 2
1304-0021,"Sprout Creek, Lower, and tribs","stream and tribs, from mouth to Noxon",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1304-0021.pdf,,29416.94159,H- 95-10
0801-0347,"Upper Beauty, Upper Deer Creeks",total length of tribs of Lyons Falls water supply,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0347.html,,2108.090252,"Ont  19- 81- 2,4"
0601-0176,Fly Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0176.pdf,,53156.39664,SR-204- 5
1304-0027,Wickopee Creek/Shenendoah Brook and trib,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1304-0027.pdf,,52247.03887,H- 95-13
1304-0028,Sylvan Lake Outlet and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1304-0028.pdf,,7616.12584,H- 95-14
1304-0030,Whaley Lake Brook and tribs,entire stream and tribs,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1304-0030.pdf,,39886.62844,H- 95-19
1304-0031,"Gardner Hollow Brook, Upper, and tribs","stream and tribs, above reservoir",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1304-0031.pdf,,16983.88868,H- 95-19- 3
1305-0011,"Wappingers Cr, Upper, and tribs","stream and tribs, above Stanfordville",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1305-0011.html,,131077.5089,H-101 (portion 5)
1305-0012,"Wappingers Cr, Lower, and minor tribs","stream and select tribs, from mouth to Wappingers Falls",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1305-0012.html,,16730.05883,H-101 (portion 1)
1305-0013,"Wappingers Cr, Middle, and minor tribs","stream and select tribs, fr Wapp.Falls to Pleasnt.Vall.",Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1305-0013.html,,68710.71564,H-101 (portion 3)
1202-0033,Panther Creek and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0033.pdf,,20896.7468,H-240- 82- 63-10
1401-0076,Minor Tribs to Delaware River,total length of selected tribs fr Pt.Jervis & Minsnk Fd,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0076.pdf,,36063.80257,D-11 thru 33 (selected)
1401-0077,Fish Cabin Creek and tribs,entire stream and tribs,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0077.pdf,,13977.34456,D-13
1401-0078,Mill Brook and tribs,entire stream and tribs,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0078.pdf,,50131.83688,D-16
0801-0317,"North Branch Mill Creek, and tribs","stream and tribs, above Lowville",Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0317.html,,59224.10105,Ont  19- 51
0801-0318,Minor Tribs to Middle Black River,"total length of all tribs, from Lowville to Pine Grove",Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0318.html,,277110.8476,Ont  19- 52 thru 56 (selected)
1202-0035,"West Creek, Upper, and tribs","stream and tribs, above Seward",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0035.pdf,,73394.10739,H-240- 82- 63-13
1202-0039,Tribs to Richmondville Water Supply,total length of all tribs to Richmondville Water Supply,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0039.pdf,,6107.917825,H-240- 82- 63-P599-
1202-0040,Minor Tribs to Schoharie Creek,"total length of sel. tribs, Cobleskill to B-Gilboa Res.",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0040.pdf,,304821.8411,H-240- 82- 64 thru 109
1202-0041,"Fox Creek, Middle, and minor tribs","stream and selected tribs, from Gallupville to Berne",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0041.html,,98103.2331,H-240- 82- 67
1202-0043,Beaverdam Creek and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0043.pdf,,38066.10676,H-240- 82- 67-26
1202-0045,Line Creek and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0045.pdf,,26709.27246,H-240- 82- 87
1202-0046,"Little Schoharie Creek, Lower, and tribs","stream and tribs, from mouth to Middleburg Water Supply",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0046.pdf,,23420.86059,H-240- 82- 89
1202-0047,"Little Schoharie Creek, Upper, and tribs","stream and tribs, above Middleburg Water Supply",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0047.pdf,,52403.55265,H-240- 82- 89
0105-0003,Twentymile Creek and minor tribs,entire stream and selected tribs,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0003.html,,95733.68434,Ont 158..E-96
1001-0017,Mill Brook and minor tribs,entire stream and selected tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1001-0017.pdf,,29430.03768,C- 86
1001-0018,Riley Brook and tribs,entire stream and tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1001-0018.pdf,,58321.66771,C-  5 thru 13
1001-0019,Dead Creek and minor tribs,entire stream and selected tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1001-0019.pdf,,137902.5294,C- 14
1001-0022,Minor Tribs to Lake Champlain,"total length of selected tribs, Main Lake South",Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1001-0022.html,,136898.2506,C- 49 thru 99 (selected)
1001-0023,Housington Brook and tribs,entire stream and tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1001-0023.pdf,,29112.82731,C- 73
1001-0024,"Beaver Brook, Upper, and tribs",stream and tribs above D&H railroad crossing,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1001-0024.pdf,,17904.07421,C- 80
1001-0025,"Bartlett Brook, Upper, and minor tribs",stream and selected tribs abv Pt Henry water supply dam,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1001-0025.pdf,,20709.27121,C- 86-3
1001-0026,Mill Brook Tributary,stream and tribs above Mineville water supply dam,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1001-0026.pdf,,6484.97307,C- 86-5
1002-0001,"Great Chazy River, Lower, Main Stem",river from Champlain waterworks dam to North Branch,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0001.html,,30361.81705,C-  3 (portion 2)
1002-0003,"Little Chazy River, Lower, and tribs",stream and tribs from mouth to West Chazy,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0003.html,,89061.89101,C-  4
1002-0008,"Little Chazy River, Upper, and tribs",stream and tribs above West Chazy,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0008.pdf,,101731.1921,C-  4
1002-0010,"Great Chazy River, Lower, Main Stem",river from mouth to Champlain waterworks dam,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0010.pdf,,13601.6932,C-  3 (portion 1)
1002-0011,"Minor Tribs to Great Chazy River, Lower","total length of selected tribs, fr mouth to North Br",Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0011.pdf,,255159.4603,C-  3- 1 thru 22 (selected)
1002-0012,Corbeau Creek and tribs,entire stream and tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0012.html,,100171.6706,C-  3- 2
1002-0013,"North Branch, Lower, and minor tribs",stream and selected tribs from mouth to Ellenburg Depot,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0013.pdf,,167957.7804,C-  3-25
1002-0014,"North Branch, Upper, and tribs",stream and tribs above Ellenburg Depot,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0014.pdf,,175858.7789,C-  3-25
1002-0016,Graves Brook and tribs,entire stream and tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0016.pdf,,69694.36662,C-  3-25- 5
1002-0017,"Great Chazy River, Middle, and tribs",stream and tribs from North Branch to Miner Lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0017.html,,85618.57207,C-  3 (portion 3)
1002-0018,"Great Chazy River, Upper, and tribs",stream and tribs from Miner Lake to Chazy Lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0018.pdf,,133419.4317,C-  3 (portion 5)
1002-0020,Stillwater Brook and tribs,entire stream and tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0020.pdf,,54541.38159,C-  3-35
1002-0021,Tribs to Chazy Lake,total length of selected tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0021.pdf,,70490.90691,C-  3-P20-
1002-0023,Minor Tribs to Lake Champlain,"total length of selected tribs, Main Lake North",Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1002-0023.pdf,,20007.4541,C-  1 thru 2 (selected)
1003-0021,"Saranac River, Middle, Main Stem",river from near Plattsburgh Town Line to Clayburg,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0021.html,,31284.86575,C- 15 (portion 3)
1003-0038,"North Branch Saranac, Lower, minor tribs",stream and selected tribs from mouth to Mud Lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0038.html,,193339.854,C- 15-22
1003-0041,"North Branch Saranac, Upper, and tribs",stream and tribs above Mud Lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0041.html,,43165.80843,C- 15-22
1003-0044,"Saranac River, Upper, Main Stem",river from Franklin Falls Pond to Saranac Lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0044.html,,57169.463,C- 15 (portion 6)
1003-0121,Tribs to Middle Saranac Lake,total length of all tribs,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0121.pdf,,9919.936949,C- 15-P110- 1 thru 8
1004-0010,"Salmon River, Lower, and tribs",stream and tribs from mouth to Davis Lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0010.pdf,,121705.4074,C- 21
1004-0013,"West Br Ausable, Middle, and tribs",stream and tribs from Wilmington to Lake Placid,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0013.html,,104632.6506,C- 25-26
1004-0014,"East Br Ausable, Lower, and minor tribs",stream and selected tribs from mouth to Upper Jay,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0014.pdf,,81226.01632,C- 25-27
0105-0006,"Walnut Creek, Lower, and tribs","stream and tribs, from the mouth to Forestville",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0006.html,,40443.83025,Ont 158..E-25- 1
0105-0007,"Silver Creek, Lower, and minor tribs","stream and selected tribs, from mouth to Smith Mills",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0007.html,,34935.86951,Ont 158..E-25
0105-0008,"Canadaway Creek, Lower, and tribs","stream and tribs, from mouth to Shumla",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0008.pdf,,59175.26582,Ont 158..E-37
0105-0010,Slippery Rock Creek and tribs,entire stream and tribs,Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0010.pdf,,18217.3357,Ont 158..E-50
0105-0012,"Silver Creek, Upper, and tribs","stream and tribs, above Smith Mills",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0012.pdf,,52591.83005,Ont 158..E-25
0105-0013,"Walnut Creek, Upper, and tribs","stream and tribs, above Forestville",Lake Erie-Niagara River,https://www.dec.ny.gov/data/WQP/PWL/0105-0013.html,,59322.98673,Ont 158..E-25- 1
0403-0075,Wileyville Creek and tribs,entire stream and tribs (in NYS),Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0075.pdf,,34910.75561,Ont 117-201-11
0801-0275,"Beaver River, Middle, and tribs","stream and tribs, fr High Falls Pd to Effley Falls Res",Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0275.pdf,,7947.865271,Ont  19- 40 (portion  4)
0801-0338,"Tannery Creek, Upper, and tribs","stream and tribs, above Greig",Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0338.html,,12079.06425,Ont  19- 68
0801-0340,Tribs to Brantingham Lake,total length of all tribs to lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0340.pdf,,11134.57292,"Ont  19- 70- 4-P689-1,2"
0801-0342,Mill Creek and minor tribs,entire stream and select tribs,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0342.html,,28363.89049,Ont  19- 78
0801-0343,Mill Creek Trib,entire stream and tribs,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0343.pdf,,10530.37884,Ont  19- 78- 2
0801-0346,"South Br Moose R, Upper, and minor tribs","stream and select tribs, above Indian River",Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0346.html,,159175.443,Ont  19- 81
0801-0266,Smith Creek and tribs,entire stream and tribs,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0266.pdf,,25887.50247,Ont  19- 31-18
0404-0010,"Keshequa Creek, Lower, and tribs",stream and tribs from mouth to Tuscarora,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0404-0010.pdf,,54294.7303,Ont 117- 66- 3
0404-0011,Mill Creek and minor tribs,entire stream and minor tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0404-0011.html,,85045.41642,Ont 117- 66-22
1401-0082,"Halfway Brook, Upper, and tribs",stream and tribs above Sidwell Lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0082.pdf,,32303.05136,D-25
0801-0398,Otter Brook and tribs,entire stream and tribs,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0398.html,,62435.52891,Ont  19- 81-61
0801-0402,Black River Canal and minor tribs,entire canal and select tribs,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0402.pdf,,47796.59797,Ont  19- 82
0801-0404,Minor Tribs to Middle Black River,"total length of sel tribs, Lyons Falls to Hawkinsville",Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0404.html,,70234.26498,Ont  19- 83 thru 93 (selected)
1202-0032,Cobleskill Creek Trib,"stream and tribs, above Cobleskill Water Supply",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0032.pdf,,4606.590862,H-240- 82- 63- 9
1403-0020,"East Branch Delaware, Upper, and tribs",entire stream and tribs above Roxbury,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0020.pdf,,37666.85506,D-70 (portion 5)
1403-0023,"Beaver Kill, Upper, and tribs",stream and tribs above Turnwood,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0023.pdf,,80282.1556,D-70-20
1403-0024,Russell Brook and tribs,entire stream and tribs,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0024.pdf,,21122.48515,D-70-20-19
1403-0025,"Willowemoc Creek, Middle, and tribs",stream and selected tribs fr Livingston Mnr to Debruce,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0025.pdf,,42311.03538,D-70-20-25
1403-0026,"Willowemoc Creek, Upper, and tribs",stream and tribs above Debruce,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0026.html,,108004.2976,D-70-20-25
1403-0029,Cattail Brook and tribs,entire stream and tribs,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0029.html,,22286.52116,D-70-20-25- 8
1403-0033,Sprague Brook and tribs,entire stream and tribs,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0033.pdf,,29455.76689,D-70-20-25-11
1403-0034,Mongaup Creek and tribs,entire stream and tribs,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0034.pdf,,38424.24142,D-70-20-25-15
1403-0036,Campbell Brook and tribs,entire stream and tribs,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0036.pdf,,24844.19156,D-70-31
1403-0039,Mill Brook and tribs,entire stream and tribs,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0039.html,,65516.69398,D-70-63
