PWL_ID,NAME,DESCRIPT,BASIN,FACT_SHEET,Shape__Area,Shape__Length
1004-0091,Mill/Russet/Tanaher Ponds,total area of all three lakes,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0091.pdf,358634.3384,5347.918411
1403-0055,Tennenah Lake,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0055.pdf,688309.25,6538.899965
1403-0056,Mud Pond,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0056.pdf,84270.07764,1233.717
1203-0078,West Lake,entire lake,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1203-0078.pdf,979550.7263,6658.974797
1403-0060,Lake Florence/Round Lake,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0060.pdf,127507.426,1362.761553
1403-0061,Shandelee Lake,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0061.pdf,356415.2268,4424.050159
1304-0024,Tyrell Lake,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1304-0024.pdf,172410.5032,3689.682377
1301-0248,Littles Lake,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0248.pdf,43424.08154,1731.100998
1104-0203,Tripp Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0203.pdf,194995.6753,2605.480418
1301-0135,Lake Boyce,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0135.pdf,66075.46924,1463.774178
0904-0065,Pine Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0065.pdf,63326.81812,1206.583632
0906-0008,Crystal Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0008.pdf,355420.8269,3647.236879
1401-0129,Anawanda Lake/Low Pond,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0129.html,162566.218,1719.421421
1306-0097,Mohonk Lake,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0097.pdf,61871.05249,1409.328142
0903-0102,"McCuen Pond, Buck Pond, more",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0102.pdf,98929.0564,3063.96752
0906-0038,Lake of the Woods,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0038.pdf,681577.9366,5971.571873
0903-0185,Mud Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0185.pdf,260491.7397,4969.403163
1403-0063,Trojan Lake,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0063.pdf,2067.362549,214.3825445
0902-0154,"Mud Pond, Black Pond",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0154.pdf,237896.0391,2515.933259
1303-0026,Goshen Reservoir,entire reservoir,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1303-0026.pdf,32075.34741,846.8703862
0905-0186,Dillon Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0186.html,62006.22949,1343.161325
1311-0026,Mill Pond,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1311-0026.pdf,40378.74976,2079.387047
1403-0086,Alder Lake,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0086.html,177521.7834,2127.568681
1104-0115,Round Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0115.pdf,210059.4705,2613.036955
1104-0137,Bennett/Middle Lakes,total area of both lakes,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0137.pdf,160877.4707,2191.367851
1004-0086,Frances Lake,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0086.pdf,122305.6416,2567.014465
1201-0139,Vandenburg Pond,entire lake,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0139.pdf,536635.0078,5152.701913
1201-0140,Woodworth Lake,entire lake,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0140.pdf,135202.9063,1665.850188
1104-0144,Northville Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0144.pdf,152496.6343,2650.747628
1308-0023,Shaver Pond,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1308-0023.pdf,46500.02002,966.6654151
0905-0093,Moon Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0093.html,932722.749,7380.603733
0905-0132,Sylvia Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0132.html,1271211.194,7113.904828
1302-0005,Cross River Reservoir,entire reservoir,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0005.html,3636371.786,20055.0033
1402-0054,Anawana Lake,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1402-0054.pdf,312598.468,2421.173038
1003-0104,Whey Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0104.pdf,434574.0745,3697.769376
1302-0054,Truesdale Lake,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0054.html,333636.8022,4271.526234
1003-0095,Floodwood Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0095.pdf,945438.9004,9757.228086
1301-0268,"Bonesteel Pond, Wager Pond/Madonna Lake",total area of both lakes,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0268.pdf,352452.2283,5121.072725
1003-0111,Middle Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0111.pdf,245932.8416,3100.038168
1003-0112,"Saranac River, Main Stem, Tefft Pond",river from Clayburg to Union Falls Reservoir,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0112.pdf,997946.5991,9645.757538
1501-0068,Sterling Lake,entire lake,Hackensack-Ramapo Rivers,https://www.dec.ny.gov/data/WQP/PWL/1501-0068.html,1188561.225,6675.81761
1003-0106,Green Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0106.pdf,257174.3359,2547.547952
0903-0204,Blue Mountain Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0204.html,4997920.211,24825.06706
1003-0097,Long Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0097.pdf,1397062.023,13264.10481
1003-0109,Lake Clear,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0109.html,4418512.659,18258.9369
0903-0109,"Leonard Pond, Crooked Lake, more",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0109.pdf,205883.8899,2518.848181
0902-0158,Barnum Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0158.pdf,368195.2258,2926.305683
1201-0009,"Green, Otter and Stewart Lakes",total area of all three lakes,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0009.html,484459.6313,6984.940403
1401-0056,Sackett/Birchwood Lakes,total area of both lakes,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0056.pdf,509900.823,3042.063725
1306-0073,Silver Lake,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0073.pdf,184503.3826,2175.019979
1104-0238,Clear Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0238.pdf,710217.8042,3767.994425
1301-0208,Chodikee Pond,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0208.html,250421.0957,2127.556346
1403-0089,Balsam Lake,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0089.pdf,62499.41919,1108.358621
1403-0095,Brydon Lake,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0095.pdf,46189.48828,795.6211952
1403-0050,Merrick Pond,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0050.pdf,88026.70117,1381.268333
0903-0110,"Chandler Pond, more",entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0110.pdf,95057.15869,1749.933953
0903-0070,Five Falls Reservoir,entire reservoir,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0070.pdf,568414.6519,9090.448699
0903-0071,Rainbow Falls Reservoir,entire reservoir,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0071.html,2743869.531,18013.7755
0903-0072,Blake Falls Reservoir,entire reservoir,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0072.html,2591399.743,29254.58588
0903-0073,Stark Falls Reservoir,entire reservoir,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0073.html,2608624.268,13938.14483
1104-0291,Zack Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0291.pdf,369141.3926,3684.101609
1104-0173,Lake Algonquin,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0173.html,1006174.373,9776.958224
1104-0174,Minor Lakes in Upp Sacandaga R Watershed,total area of selected lakes in watershed,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0174.pdf,1116798.63,21464.39513
1104-0002,Schroon Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0002.html,17052901.21,43561.84829
1201-0098,Stony Creek (Colonie) Reservoir,entire reservoir,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0098.html,1482517.127,22045.661
1003-0110,Cranberry Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0110.pdf,127786.8015,1545.008169
1104-0160,Spy Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0160.html,1524029.453,8288.334515
1103-0022,Chamberlin Mills Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1103-0022.pdf,62212.74487,2229.047279
1104-0218,Thurman Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0218.pdf,397161.6995,3134.621397
1202-0036,"Clausen, Bowmaker Ponds",total area of both lakes,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0036.html,90966.81348,2137.844344
1104-0247,Makomis Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0247.pdf,30036.98315,1122.756232
0905-0145,Long Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0145.pdf,94262.45386,1924.665979
0905-0146,"Twin Ponds (East, West)",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0146.pdf,22756.17993,790.2543442
0903-0114,"Eagle Crag Lake, more",entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0114.pdf,581034.8159,5472.983212
0905-0124,Payne Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0124.pdf,598806.3218,5042.13182
1304-0034,"Furnace, McKinney, Christie, Pray Ponds",total area of all four lakes,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1304-0034.html,123132.2834,3336.645863
1301-0041,Crystal Lake,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0041.pdf,241058.2666,2666.631002
1401-0043,Hull Pond,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0043.pdf,189737.8325,2567.602107
1202-0064,Colgate Lake,entire lake,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0064.pdf,116009.1768,1826.005772
1102-0029,Taconic (Crandall) Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1102-0029.pdf,131018.5068,1597.839255
1309-0031,Myosotis Lake,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1309-0031.pdf,383104.7595,2855.937366
1303-0022,Crest View Lake,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1303-0022.pdf,113672.562,2601.702688
0904-0024,Cedar Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0024.pdf,279656.5693,3115.640338
0905-0171,"Hall Lake, Parlow Pond, Shingle Pond",total area of all three lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0171.pdf,53890.81006,1750.570094
1201-0003,Ferris Lake,entire lake,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0003.html,487340.3125,4811.644253
1104-0134,Woods Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0134.html,268208.2971,3146.541356
1308-0018,"Long Pond, Lower/Upper Rhoda Ponds",total area of all three lakes,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1308-0018.html,674364.8706,7380.663143
1104-0113,Cook Reservoir,entire reservoir,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0113.html,164089.4868,5100.337538
1104-0114,Ireland Vly,entire reservoir,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0114.html,1014291.857,9960.673053
1104-0180,Second Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0180.pdf,107756.1284,3280.228409
1003-0102,West Pine Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0102.pdf,262409.8052,2396.347066
1302-0026,Croton Falls Reservoir,entire reservoir,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0026.html,2321381.456,13393.01598
1302-0035,Titicus Reservoir,entire reservoir,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0035.html,2720573.598,14903.28273
1403-0101,"Furlough Lake, Lake Switzerland",total area of both lakes,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1403-0101.pdf,100731.8167,2376.233733
0902-0004,"Lydia, L.Long, Nellie, Bessie, L.Fish Pd",total area of all lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0004.html,473752.928,8557.7022
1104-0003,Minor Lake Tribs to Cedar River,total area of selected lakes in the watershed,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0003.html,589498.4851,10637.92505
0801-0434,Gull Lake,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0434.pdf,543327.3948,5700.075253
0903-0168,Palmer Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0168.pdf,65133.23828,1414.317376
0801-0417,Deer Pond,entire lake,Black River,https://www.dec.ny.gov/data/WQP/PWL/0801-0417.pdf,40711.98315,1607.054642
1401-0105,Lake Nianque,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0105.pdf,116898.4075,2067.121183
1203-0080,"Whitney Lake, Puddle Hole Pond",total area of both lakes,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1203-0080.pdf,492012.886,6617.632876
1203-0081,Pillsbury Lake,entire lake,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1203-0081.pdf,354115.708,6769.841823
1401-0121,Birch Ridge Pond,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0121.pdf,51246.57324,999.2017045
1301-0262,Dunham Reservoir,entire reservoir,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0262.html,393319.656,6192.54718
1301-0263,Vosberg Pond,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0263.pdf,27847.4668,734.6077141
1401-0075,Mongaup Falls Reservoir,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0075.pdf,404074.7034,5318.44745
1401-0074,Rio Reservoir,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0074.html,1716980.996,16277.29557
1104-0016,Silver Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0016.html,303565.3838,2751.045407
0903-0096,"Lilypad Pond, Long Pond",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0096.pdf,91759.77783,1367.284309
0902-0104,"Horseshoe Pond, Eagle Pond",total area of both lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0104.pdf,270532.5447,4848.650776
0902-0074,"Twin Ponds, Little/Big Duck Ponds",total area of all four lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0074.pdf,557697.0872,10961.8701
1401-0106,"Rock, Mahls, Davis Lakes",total area of all three lakes,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0106.pdf,420823.8923,5625.319949
1402-0049,McKee Reservoir/Lake Louise Marie,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1402-0049.pdf,872498.1646,7997.587123
1402-0053,Lotus/Bailey Lake,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1402-0053.pdf,268675.0095,2889.836481
1204-0006,Madison Lake,entire lake,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1204-0006.html,139675.5121,2104.106012
0904-0028,Trout Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0028.pdf,1446198.511,14834.00994
0904-0030,Worden Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0030.pdf,11781.68311,451.1960562
0906-0016,Lake Bonaparte,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0016.html,5158364.309,20302.44539
0906-0020,Butterfield Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0906-0020.html,3923895.294,24434.002
0905-0194,Wolf Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0194.html,279833.8545,3598.539965
1004-0090,Lincoln Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0090.html,2655107.548,16504.68277
1202-0038,Richmondville Reservoir,entire reservoir,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1202-0038.pdf,9088.432617,519.2564225
1306-0094,Williams/Fifth Binnewater Lake,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1306-0094.pdf,170287.3445,2120.26722
1303-0012,Lake Washington,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1303-0012.html,677025.3196,3865.518776
0903-0157,McBride Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0157.pdf,22372.12646,656.4993304
1102-0014,Babcock Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1102-0014.html,185348.9089,2720.34782
1401-0108,Kazens Pond,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0108.pdf,119962.95,1643.323801
0904-0055,Pine Marsh Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0055.pdf,78731.47681,2043.640529
0902-0120,Bullhead/Egg Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0120.pdf,30295.66138,844.2146075
1005-0047,Lake Sunnyside,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1005-0047.html,151348.8901,1646.410492
0903-0005,South Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0005.html,1747903.449,12035.53064
1003-0089,Horseshoe Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0089.pdf,349442.4019,4032.889052
1104-0235,Eagle Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0235.html,1717539.783,13740.40535
0903-0149,Marian Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0149.pdf,931598.2942,7329.172902
1104-0195,"Burnt Pond, Crystal Lake",total area of both lakes,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0195.pdf,409942.0437,5422.429832
1004-0092,Little Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1004-0092.pdf,114152.4995,1649.550399
1006-0019,Haymeadow Pond,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1006-0019.pdf,64689.61841,2919.439442
1003-0061,Mud Lake,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0061.pdf,60355.20874,1755.156398
1003-0062,Lake Kushaqua,entire lake,Lake Champlain,https://www.dec.ny.gov/data/WQP/PWL/1003-0062.pdf,1535633.474,13081.01241
1104-0176,Echo Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0176.pdf,259522.7712,3805.497375
1307-0030,Kenozia Lake,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1307-0030.pdf,189398.689,2863.525517
0903-0080,Forked Lake,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0080.html,3094457.068,22374.85559
1309-0024,Potuck (Potic) Reservoir,entire reservoir,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1309-0024.pdf,217481.4956,4261.955786
1201-0008,Redlouse Lake,entire lake,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0008.html,74915.77124,1395.789711
1102-0023,Newcomb Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1102-0023.pdf,82189.86597,1134.830506
1201-0182,Knapp Reservoir,entire lake,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0182.pdf,45502.98438,1222.668849
1401-0107,Weiden/Swamp Pond,total area of selected lakes,Delaware River Basin,https://www.dec.ny.gov/data/WQP/PWL/1401-0107.pdf,251376.4106,5585.489981
0905-0012,"Lower, Middle, Upper South Ponds",total area of all three lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0012.html,413194.2847,7843.932976
1401-0053,Chestnut Ridge Pond,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0053.pdf,206302.9092,2021.094707
0903-0089,Green Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0089.pdf,127693.9863,2002.112773
0903-0122,North and South Spectacle Ponds,total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0122.pdf,55701.17358,1337.747213
1104-0275,Mason Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0275.html,375899.8281,4710.53184
1104-0276,Minor Lake Tribs to Upper Hudson River,"total area of selected lakes, fr Indian R to Newcomb",Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0276.pdf,947303.4265,16734.3936
1104-0138,Tenant Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0138.pdf,312335.2998,4104.325302
1309-0025,Beaver Dam Pond,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1309-0025.pdf,130825.668,3219.145333
1301-0159,Hessian Lake,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0159.pdf,118521.9417,1824.753255
1401-0037,Wildwood Lake,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0037.pdf,197115.1719,2645.214188
1301-0162,Long Pond,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0162.pdf,160387.7122,2344.368953
1104-0185,Lake Vanare,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0185.pdf,145043.5215,2530.854019
1203-0077,South Lake,entire lake,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1203-0077.pdf,357996.0442,4198.886569
1301-0146,Gregory Pond,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0146.pdf,31298.33179,711.5948373
1104-0205,Friends Lake,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0205.html,1817023.905,9640.285919
0902-0140,Lake Ozonia,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0140.pdf,1596785.864,12004.38231
0903-0124,Tupper Lake Reservoir,entire reservoir,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0124.pdf,29691.6748,1084.938607
0903-0125,Jenkins Pond/Lake Madeliene,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0125.pdf,1281573.794,10474.07669
1104-0018,Stony Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0018.html,277346.8145,5754.209044
1104-0020,Minor Lake Tribs to Schroon Lake,total area of all selected lakes,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0020.pdf,590995.7881,10908.15814
0905-0166,"Rock Pond, Trout Lake",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0166.pdf,216242.8718,3239.352137
1104-0139,"Wilcox, New Lakes",total area of both lakes,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0139.pdf,698211.3677,6089.007111
0903-0133,Sperry Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0133.pdf,525912.8052,5242.940595
1310-0041,Stone Bridge Pond,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1310-0041.pdf,36830.88989,1252.383382
1401-0141,Somerset Lake,entire lake,Delaware River,https://www.dec.ny.gov/data/WQP/PWL/1401-0141.html,234633.9163,2174.471611
1302-0053,"Lost Lake, Putnam Lake",total area of both lakes,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0053.html,898800.0842,6302.640263
1104-0239,Sand Pond,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0239.pdf,261762.3635,2828.269595
0902-0141,Deer Pond,entire lake,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0141.pdf,23607.76416,1282.585489
1104-0246,Moss Ponds,total area of both ponds,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0246.pdf,123316.8198,2305.414153
1301-0091,Barger Pond,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0091.html,121468.418,1629.27572
1301-0251,Racquet Lake,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0251.pdf,136389.4634,2118.643382
1301-0252,Burdens Pond,entire lake,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1301-0252.pdf,63573.43433,2100.758792
1302-0112,"Browns Pond, Dutchess Lake",total area of both lakes,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0112.pdf,222231.9475,4557.391645
1104-0074,Lake Adirondack,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0074.pdf,780395.1416,10437.37674
1104-0075,Lake Luzerne,entire lake,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0075.html,401922.4041,4808.567383
0902-0126,"Dry Channel Pond, Otter Pond",total area of both lakes,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0126.pdf,324127.4004,5954.631269
1302-0067,Indian Brook Reservoir,reservoir from dam to ...,Lower Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1302-0067.pdf,58688.75244,1475.758516
