Site_ID,PWL_ID,Segment_Name,Municipality,Site Description,Latitude,Longitude,DEC_Region,Watershed_ID,sampleinfo_present,chem_lab_present,chem_insitu_present,macroinfometrics_present,macroraw_present,habitat_present,userperc_present
06-OTSL-29.9,0602-0015,Otselic River,Otselic,50 m below co. rt. 13 bridge;strbd. side of island.,42.64722,-75.78444,7,SR-44-14-27,T,F,T,T,T,F,F
06-OTSL-35.1,0602-0015,Otselic River,Otselic,100 m above co.rt. 16 bridge.,42.70389,-75.73556,7,SR-44-14-27,T,F,T,T,T,T,T
06-OTSL-39.1,0602-0043,Otselic River,Georgetown,50 m above mill rd. bridge.,42.74445,-75.7375,7,SR-44-14-27,T,F,T,T,T,F,F
06-OTSL-46.0,0602-0043,Otselic River,Georgetown,30 m below lebanon rd. bridge.,42.79021,-75.71546,7,SR-44-14-27,T,F,T,T,T,T,T
12-OTSQ-0.2,1201-0028,Otsquago Creek,Minden,east state st.,42.93083,-74.62139,4,H-240-119,T,T,T,T,T,T,T
12-OTSQ-2.4,1201-0028,Otsquago Creek,Minden,75 m above spring st. bridge.,42.92833,-74.66054,4,H-240-119,T,F,T,T,T,T,T
12-OTSQ-8.9,1201-0078,Otsquago Creek,Stark,"moyer rd.


























100 m up.",42.92389,-74.75805,6,H-240-119,T,T,T,T,T,F,F
12-WOTSQ-2.4,1201-0028,Otsquago Creek,Minden,75 m above spring st. bridge.,42.92815,-74.660583,4,H-240-119,F,F,F,F,F,F,F
12-WOTSQ-2.9,1201-0028,Otsquago Creek,Minden,off sr 80.,42.928183,-74.666467,4,H-240-119,F,F,F,F,F,F,F
12-OTSN-3.5,1201-0028,Otsquene Creek,Minden,15 yds above rte 80 bridge at confluence w/otsquago.,42.93111,-74.67333,4,H-240-119,T,F,T,F,F,F,F
12-OTSO-1.1,1201-0130,Otstungo Creek,Minden,100 m downstream of freysbush rd. (cr 79) bridge.,42.9268,-74.6969,4,H-240-119-5,T,T,T,T,T,T,T
03-OTER-0.1,0301-0037,Otter Creek,Carlton,co. rte 31 bridge; 50 m upstream (bridge out).,43.31647,-78.25366,8,ONT-138-3,T,F,T,T,T,F,F
03-OTER-0.6,0301-0037,Otter Creek,Carlton,eagle harbor waterport rd.,43.314528,-78.251333,8,ONT-138-3,T,T,F,T,T,T,F
03-OTER-10.8,0301-0038,Otter Creek,Albion,cr 74.,43.218592,-78.25081,8,Ont 138- 3,T,T,F,T,T,T,F
06-OTTC-0.2,0602-0061,Otter Creek,Cortland,50 m below north main st. bridge.,42.60722,-76.18249,7,SR-44-14-60-1,T,T,T,T,T,T,T
06-OTTC-4.6,0602-0061,Otter Creek,Cortlandville,bennie rd. at back of landowner's property.,42.56438,-76.2164,7,SR-44-14-60-1-1,T,F,T,T,T,T,T
08-OTTR-0.9,0801-0224,Otter Creek,Greig,10 m above the pine grove rd. bridge.,43.71722,-75.36583,6,ONT-19-60,T,F,T,T,T,F,F
08-OTTR-1.9,0801-0224,Otter Creek,Greig,200 meters south off nortonville rd. at coordinates 43.725261 / -75.351735.,43.724306,-75.353369,6,ONT-19-60,T,F,T,T,T,T,T
08-OTTR-12.1,0801-0224,Otter Creek,Greig,logging rd. off partridgeville rd.,43.71695,-75.22111,6,ONT-19-60,T,T,T,T,T,T,T
09-OTCR-2.0,0906-0041,Otter Creek,Philadelphia,15 m above elm ridge rd. bridge.,44.18417,-75.75611,6,SL-25-7-3-23,T,F,T,T,T,F,T
09-OTTS-0.2,0901-0023,Otter Creek,Goose Bay,kinney drugs parking lot.,44.33125,-75.91698,6,SL-34 thru 40 (sel.),T,T,T,F,T,T,T
11-OTTE-0.8,1102-0022,Otter Creek,Pittstown,5 m below cr 110 bridge.,42.8697,-73.5436,4,H-264-4-P1095-1,T,F,T,T,T,T,T
08-OTTR-2.9,0801-0224,Otter Creek,Greig,Above Eatonville Truck Trail,43.714457,-75.34342,6,Ont  19- 60,T,,T,,,,T
13-OTTK-0.3,1303-0025,Otter Kill Creek,Hamptonburgh,100 m above rte 208 bridge.,41.4332,-74.1996,3,H- 89-20,T,F,T,T,T,F,F
13-OTTK-2.4,1303-0025,Otter Kill Creek,Hamptonburgh,50 m below impoundment.,41.45634,-74.20895,3,H- 89-20,T,T,T,T,T,T,F
08-OTLO-0.7,0801-0419,Otter Lake Outlet,Forestport,off rte 28n; dec trailhead to stream.,43.57539,-75.13557,6,ONT-19-94-1-P922-4,T,F,T,T,T,F,F
06-OULE-0.6,0601-0054,Ouleout Creek,Sidney,at covered bridge rd. bridge.,42.333176,-75.287505,4,SR-155,T,T,T,F,F,F,F
06-OULE-8.4,0601-0057,Ouleout Creek,Franklin,dirt rd. opposite intersection of rt 357 and cr 21.,42.33139,-75.17639,4,SR-155,T,F,T,F,F,F,F
10-OUTL-0.1,1004-0028,Outlet Brook,North Elba,10 m below river st.,44.28056,-73.99556,5,C- 25-26-35,T,F,T,T,T,F,F
07-LOWAC-0.0,,Owasco Lake,Scipio,,42.81,-76.50999,7,,F,F,F,F,F,F,F
07-OWLI-3.0,0706-0002,Owasco Lake Inlet,Moravia,20 m below sr 38.,42.71667,-76.43773,7,ONT-66-12-43-P212-28,T,T,T,T,T,T,T
07-OWLI-5.3,0706-0002,Owasco Lake Inlet,Locke,off sr38; end of rounds lane.,42.69111,-76.42608,7,ONT-66-12-43-P212-28,T,F,T,T,T,T,T
07-OWLI-7.1,0706-0002,Owasco Lake Inlet,Locke,sr 38; 30 m below red railed bridge.,42.66907,-76.43181,7,ONT-66-12-43-P212-28,T,F,T,T,T,T,T
07-OWLI-9.9,0706-0014,Owasco Lake Inlet,Locke,"sr 38 50 m below 


























hover's bed big bull.",42.64202,-76.40777,7,ONT-66-12-43-P212-28,T,F,T,T,T,T,T
07-OWLI-12.4,0706-0014,Owasco Lake Inlet,Groton,"sr 38 100 m above


























 great lakes restoration.",42.6175,-76.38445,7,ONT-66-12-43-P212-28,T,F,T,T,T,T,T
07-OWLI-13.8,0706-0014,Owasco Lake Inlet,Groton,walpole rd. 50 m above. drive down to stream.,42.59889,-76.37366,7,ONT-66-12-43-P212-28,T,F,T,T,T,T,T
07-OWLI-15.0,0706-0014,Owasco Lake Inlet,Groton,"peru rd. sr 38. 


























park at dollar foods


























red caboose.",42.585,-76.36819,7,ONT-66-12-43-P212-28,T,F,T,T,T,T,T
07-OWAS-2.5,0706-0008,Owasco Outlet,Mentz,2 m below new york central rd. bridge.,43.05278,-76.63055,7,ONT-66-12-43,T,T,T,T,T,F,F
07-OWAS-4.0,0706-0008,Owasco Outlet,Mentz,200 m above rochester st. bridge.,43.035,-76.62749,7,ONT-66-12-43,T,F,T,T,T,T,T
07-OWAS-5.8,0706-0008,Owasco Outlet,Mentz,50 m above hayden rd. bridge.,43.01306,-76.6161,7,ONT-66-12-43,T,F,T,T,T,F,F
07-OWAS-8.6,0706-0008,Owasco Outlet,Throop,robinson rd.; 100 m above auburn pd firing range.,42.9809,-76.5995,7,ONT-66-12-43,T,F,T,T,T,T,T
07-OWAS-9.7,0707-0001,Owasco Outlet,Throop,20 m above sherman rd. bridge at throop hiway dept.,42.96472,-76.60333,7,ONT-66-12-43,T,F,T,T,T,F,F
07-OWAS-11.0,0707-0001,Owasco Outlet,Aurelius,below stp. 100 m above power lines.,42.94611,-76.59804,7,ONT-66-12-43,T,F,T,T,T,F,F
07-OWAS-12.4,0707-0001,Owasco Outlet,Auburn,above stp. 30 m below canoga st. bridge.,42.93444,-76.58833,7,ONT-66-12-43,T,F,T,T,T,F,F
07-OWAS-1.5,0706-0001,Owasco Outlet,Auburn,Approximately 1.2 miles upstream route 437 crossing.,42.919127,-76.548004,7,Ont  66-12-43,,,,,,,
06-OWGO-0.3,0603-0031,Owego Creek,Owego,rte. 17c at ball field.,42.09694,-76.27694,7,SR-16,T,T,T,T,T,T,T
06-OWGO-2.9,0603-0031,Owego Creek,Owego,20 m above rt. 96 bridge (turners bridge).,42.1276,-76.27039,7,SR-16,T,F,T,T,T,F,F
11-OWL-3.6,1102-0005,Owl Kill,White Creek,200 m above owl kill rd. bridge; off rt. 22.,42.985,-73.38028,5,H-264-20,T,F,T,T,T,T,T
07-OXCR-7.6,0701-0027,Ox Creek,Lysander,at county line rd./cole rd./route 8 bridge.,43.228,-76.458,7,ONT-66-6,T,F,F,T,T,T,T
17-OYST-0.7,1702-0153,Oyster Bay Creek,Oyster Bay,50 m below culvert at glen cove rd.,40.86694,-73.54139,1,(MW4.4a) LIS-OBH-MNC-44 thru 48,T,F,T,T,T,F,F
06-PAGE-0.6,0602-0036,Page Brook,Fenton,below rogers rd. bridge. s.of chenango valley park.,42.19767,-75.82507,7,SR-44-11,T,T,T,T,T,T,T
06-PAGE-8.7,0602-0122,Page Brook,Greene,100 m off cr 9.,42.2735,-75.7427,7,SR- 44-11,T,T,T,F,F,T,T
06-PGBR-0.4,0602-0029,Page Brook,Triangle,5 m below rte 26 bridge.,42.35194,-75.96806,7,SR-44-14-27-P35-3,T,F,T,F,F,F,F
14-LPAGE-0.0,1404-0035,Page Pond Deep Hole,Sanford,"Access type is Girl Scout Camp. Page Pond is at a Girl Scout camp and you will need to call the property manager, just to let him know what day and approximate time that you will be there.


 


The contact is


Larry Warren


Director of Property/Ranger


Amahami Outdoor Center


Girl Scouts of NYPENN Pathways, Inc.


434 Page Pond Rd, Deposit, NY 13754


T 607.467.5640,      F 607.467.1293


.",42.142601,-75.482201,7,D-71-10,F,F,F,F,T,F,F
07-PAIN-1.4,0705-0053,Paines Creek,Ledyard,"moonshine rd. at closed bridge


























10 m downstream of bridge supports.",42.72694,-76.68555,7,ONT-66-12-P296-27,T,F,T,T,T,F,F
13-PAKA-1.4,1306-0053,Pakanasink Creek,Crawford,at bruyn avenue bridge.,41.587482,-74.324983,3,H-139-13-19- 9,T,F,T,T,T,T,T
13-WPAKA-1.9,1306-0053,Pakanasink Creek,Crawford,sr 302.,41.5815,-74.33,3,H-139-13-19- 9,F,F,F,F,F,F,F
13-WPALG-3.4,1306-0050,Palmaghatt Kill,Gardiner,aumick rd.,41.676,-74.2626,3,H-139-13-19- 5,T,T,T,T,T,T,F
10-PALM-0.1,1004-0055,Palmer Brook,Black Brook,20 m below palmer hill rd. bridge.,44.45278,-73.68389,5,C- 25-25,T,F,T,T,T,F,F
09-PALC-2.5,0905-0153,Palmer Creek,Croghan,300 m off bald mtn rd.,44.043935,-75.223674,6,SL-25- 73-26,T,T,T,T,T,T,T
13-WPCAK-1.2,1301-0203,Pancake Hollow Brook,Lloyd,cr 15.,41.7172,-74.0124,3,H-128,F,F,F,F,F,F,F
12-PANH-0.7,1202-0033,Panther Creek,Cobleskill,200 m above north grand st.,42.68139,-74.48943,4,H-240-82-63-10,T,F,T,T,T,F,F
12-PANT-0.5,1202-0048,Panther Creek,Fulton,rte 30 bridge.,42.54417,-74.4125,4,H-240-82-95,T,F,T,T,T,F,F
12-WPANT-0.5,1202-0048,Panther Creek,Fulton,sr 30 bridge.,42.54415,-74.41245,4,H-240-82-95,T,F,T,T,T,F,F
12-WPANT-0.8,1202-0048,Panther Creek,Fulton,just above junk yard.,42.5423,-74.41725,4,H-240-82-95,F,F,F,F,F,F,F
13-PANK-0.1,1307-0035,Panther Kill,Shandaken,panther kill rd; sampled under bridge.,42.07269,-74.33532,3,H-171/P848-46,T,F,T,T,T,F,F
13-WPAPS-0.8,1301-0242,Papscanee Creek,East Greenbush,off sr 9j.,42.6084,-73.7478,4,H-219,F,F,F,F,F,F,F
13-WPAPS-3.1,1301-0242,Papscanee Creek,East Greenbush,off american oil rd.,42.5845,-73.7478,4,H-219,F,F,F,F,F,F,F
11-PDOX-1.9,1104-0231,Paradox Creek,Schroon,10 m below letsonville rd. bridge.,43.90944,-73.64388,5,H-391-39,T,F,T,T,T,F,F
10-PARB-0.7,1002-0013,Park Brook,Mooers,20 m above rte 11 bridge.,44.92306,-73.69361,5,C-  3-25,T,F,T,T,T,F,F
06-PARC-0.2,0601-0028,Park Creek,Binghamton,in ross park. 75 m above rd.,42.07639,-75.91194,7,SR-45-1,T,F,T,T,T,T,T
06-PRCK-0.3,0601-0031,Park Creek,Kirkwood,near kirkwood valley park pavillion.,42.093743,-75.823728,7,SR- 53,T,F,T,F,F,T,T
06-PRCK-3.2,0601-0031,Park Creek,Kirkwood,behind cr weeks elementary.,42.09976,-75.777341,7,SR-53,T,T,T,T,T,T,T
09-PARK-0.3,0903-0058,Parkhurst Brook,Potsdam,30 m below rt 56 bridge.,44.65278,-74.97111,6,SL-1-20,T,T,T,T,T,T,T
02-PRKS-0.3,0202-0067,Parks Brook,French Creek,Off Marks Corners Rd. On preserve land.,42.086194,-79.67464,9,"Pa-81-16,17",T,,T,,,T,T
15-PASC-0.3,1501-0015,Pascack Brook,Orangetown,20 m above west washington st bridge.,41.05972,-74.03611,3,NJ- 5,T,F,T,T,T,T,F
17-PACH-0.4,1701-0099,Patchogue River,Brookhaven,50 m below montauk highway. above stp.,40.76556,-73.02084,1,(MW7.5)  AO-GSB-185,T,T,T,T,T,T,T
17-PACH-2.5,1701-0099,Patchogue River,Brookhaven,opposite linden st.,40.7954,-73.02059,1,(MW7.5)  AO-GSB-185,F,F,F,T,T,F,F
13-PATS-0.1,1301-0030,Patroon Creek,Albany,at mouth.,42.65917,-73.73889,4,H-226,T,F,F,T,T,F,F
13-PATS-0.5,1301-0030,Patroon Creek,Albany,pleasant st. off n. pearl. behind amer. boiler co.,42.66444,-73.74666,4,H-226,T,T,T,T,T,T,T
13-PATS-1.3,1301-0030,Patroon Creek,Albany,just downstream of daylighting. before returning underground. between interstate and railway.,42.671736,-73.756991,4,H-226,T,T,T,T,T,T,T
13-PATS-1.5,1301-0030,Patroon Creek,Albany,daylighted portion.,42.67144,-73.76035,4,H-226,T,T,T,F,F,T,T
13-PATS-1.7,1301-0030,Patroon Creek,Albany,daylighted portion.,42.67198,-73.76366,4,H-226,T,T,T,F,F,T,T
13-PATS-1.8,1301-0030,Patroon Creek,Albany,upstream of daylighting. at railrd. crossing.,42.672655,-73.764608,4,H-226,T,T,T,T,T,T,T
13-PATS-3.7,1301-0030,Patroon Creek,Albany,above i-90 pond. off central ave.,42.68722,-73.7975,4,H-226,T,F,T,T,T,T,T
13-PATS-6.7,1301-0030,Patroon Creek,Colonie,near intersection of shambrook pkwy and lincoln ave.,42.71022,-73.8391,4,H-226,T,F,T,T,T,T,T
13-PATS-0.8,1301-0030,Patroon Creek,Albany,Behind buildings at end of Tivoli street,42.667053,-73.750891,4,H-226,T,,,,,T,T
13-PATS-1.4,1301-0030,Patroon Creek,Albany,"At bottom of daylight portion of stream, before it crosses railroad tracks",42.671425,-73.758314,4,H-226,T,,,,,T,T
11-PATR-0.2,1104-0250,Patterson Brook,Thurman,river rd. (up from buyce cross rd); above culvert.,43.49445,-73.81166,5,H-392,T,F,T,T,T,F,F
06-PATT-0.3,0603-0044,Patterson Creek,Union,25 m below argonne st bridge.,42.10661,-76.01401,7,SR-36,T,T,T,T,T,T,T
06-PATT-3.5,0603-0044,Patterson Creek,Union,,42.146558,-76.013948,7,SR- 31 thru 37 (selected),T,T,T,F,F,T,T
04-PATG-0.3,0404-0022,Patterson Gully Creek,Sparta,above bridge on groveland station rd.,42.61027,-77.72497,8,Ont 117- 66-17a,T,T,T,T,T,T,T
13-PATN-1.3,1301-0079,Patton Brook,Newburgh,smaller secondary tributary crosses orr avenue. just prior to confluence with the patton brook tributary.,41.500974,-74.072908,3,H- 94,T,F,F,T,T,T,F
11-PAUL-0.2,1104-0149,Paul Creek,Day,10 m above north shore rd. (co rte 4) bridge.,43.31111,-74.01222,5,H-369-P127-69,T,F,T,T,T,F,F
11-PAUL-2.4,1104-0149,Paul Creek,Day,moved site to 150 m upstream of hadley hunting club rd. bridge.,43.31884,-74.0151,5,H-369-P127-69,T,F,T,T,T,T,T
06-PANE-8.6,0602-0003,Payne Brook,Madison,off east lake rd.,42.87667,-75.50456,7,SR-44-78,T,F,T,T,T,T,T
06-PAYN-0.4,0602-0003,Payne Brook,Lebanon,5 m below middleport rd. bridge.,42.79083,-75.56193,7,SR-44-78,T,T,T,T,T,T,T
06-PAYN-1.1,0602-0003,Payne Brook,Hamilton,at farm rd. bridge. off rt. 12b.,42.80028,-75.55666,7,SR-44-78,T,F,T,T,T,F,F
06-PAYN-1.9,0602-0003,Payne Brook,Hamilton,300 m below stp discharge.,42.8125,-75.55222,7,SR-44-78,T,F,T,T,T,T,T
06-PAYN-2.3,0602-0003,Payne Brook,Hamilton,at stp. above effluent.,42.815,-75.54916,7,SR-44-78,T,F,T,T,T,T,T
06-PAYN-2.9,0602-0003,Payne Brook,Hamilton,20 m below sr 12b.,42.81897,-75.54155,7,SR-44-78,T,F,T,T,T,T,T
06-PAYN-4.6,0602-0003,Payne Brook,Madison,at end of brookview drive.,42.83729,-75.53876,7,SR-44-78-3,T,F,T,T,T,T,T
14-PEA-0.1,1401-0132,Pea Brook,Fremont,acid factory rd. bridge; 20 m above.,41.85278,-75.1375,3,D-54 thru 69 (selected),T,F,T,F,F,F,F
13-LPEAC-0.0,1302-0004,Peach Lake,Southeast,,41.363269,-73.5867,3,H- 31-P44-24- P89-10-P93,F,T,F,F,F,F,F
13-LPEAC-1.0,1302-0004,Peach Lake,Southeast,,41.363269,-73.5867,3,H- 31-P44-24- P89-10-P93,F,F,T,F,F,F,F
13-LPEAC-2.0,1302-0004,Peach Lake,North Salem,,41.359574,-73.58119,3,H- 31-P44-24- P89-10-P93,F,F,T,F,F,F,F
13-LPEAC-3.0,1302-0004,Peach Lake,North Salem,,41.357159,-73.57703,3,H- 31-P44-24- P89-10-P93,F,F,T,F,F,F,F
13-LPEAC-4.0,1302-0004,Peach Lake,North Salem,,41.357345,-73.5726,3,H- 31-P44-24- P89-10-P93,F,F,T,F,F,F,F
13-LPEAC-5.0,1302-0004,Peach Lake,North Salem,,41.361159,-73.57348,3,H- 31-P44-24- P89-10-P93,F,F,T,F,F,F,F
13-LPEAC-6.0,1302-0004,Peach Lake,Southeast,,41.365572,-73.57609,3,H- 31-P44-24- P89-10-P93,F,F,T,F,F,F,F
13-LPEAC-7.0,1302-0004,Peach Lake,Southeast,,41.368745,-73.5815,3,H- 31-P44-24- P89-10-P93,F,F,T,F,F,F,F
13-LPEAC-8.0,1302-0004,Peach Lake,Southeast,,41.368446,-73.58601,3,H- 31-P44-24- P89-10-P93,F,F,T,F,F,F,F
13-PEAC-0.9,1302-0127,Peach Lake Outlet,Southeast,1 m above cobb rd. bridge.,41.37944,-73.58721,3,H- 31-P44-24- P89-,T,T,T,T,T,T,T
14-PEAK-1.4,1404-0069,Peaks Brook,Delhi,peaks brook rd; at second bridge upstream.,42.27028,-74.95444,4,D-71-59,T,F,T,F,F,F,F
04-PERL-1.0,0402-0055,Pearl Creek,Covington,20 m above rte 19 bridge.,42.84831,-78.04304,9,ONT-117-25-20,T,T,T,T,T,T,T
14-PEAS-0.1,1403-0010,Peas Eddy,Hancock,peas eddy rd. bridge 20 m upstream.,41.9461,-75.23072,4,D-70- 1 thru 19 (selected),T,F,T,F,F,T,T
12-PECC-0.7,1201-0137,Peck Creek,Johnstown,100 yds below north bush rd. bridge.,43.07889,-74.47945,5,H-240-127-25,T,F,T,T,T,T,T
13-PECK-0.1,1307-0011,Peck Hollow,Shandaken,150 ft us of rt. 28 bridge in allaben.,42.117969,-74.37828,3,H-171 (portion 5),T,F,T,T,T,T,T
11-LPECK-0.0,1201-0016,Peck Lake,Bleecker,Access type is Private. private campground; access may be available thru Union College/DEC staff living on lake.,43.110599,-74.4133,5,H-240-127-25-P686,F,F,F,F,T,F,F
17-LPECO-0.0,1701-0262,Peconic Lake Deep Hole,Brookhaven,Access type is DEC launch. http://www.dec.ny.gov/outdoor/23865.html.,40.914001,-72.717796,1,(MW6.2)  GB..FB-112-P555/P556,F,F,F,F,T,F,F
17-PECN-3.2,1701-0260,Peconic River,Riverhead,opposite mapletree deli.,40.917612,-72.676773,1,(MW6.2)  GB..FB-112 (portion 2),T,F,F,F,F,T,T
17-PECN-7.6,1701-0261,Peconic River,Riverhead,edwards ave bridge.,40.905502,-72.742968,1,(MW6.2)  GB..FB-112 (portion 3),T,T,T,T,T,T,T
17-PECN-8.9,1701-0261,Peconic River,Riverhead,10 m below culvert in otis pike preserve.,40.90361,-72.76472,1,(MW6.2)  GB..FB-112 (portion 3),F,F,F,F,F,F,F
17-PECN-12.4,1701-0108,Peconic River,Riverhead,access from robert cushman murphy park.,40.881235,-72.810457,1,(MW6.2)  GB..FB-112 (portion 4),T,T,T,F,T,T,T
17-PECN-14.9,1701-0108,Peconic River,Brookhaven,"north street; turn left onto unnamed rd.; go 55 m


























to rd. crossing.",40.867433,-72.83841,1,(MW6.2)  GB..FB-112 (portion 4),T,F,T,F,F,F,T
13-PEEK-1.3,1301-0049,Peekskill Hollow Creek,Cortlandt,40 m below pump house rd. bridge.,41.3139,-73.9089,3,H- 55,T,F,T,T,T,F,F
13-PEEK-3.7,1301-0139,Peekskill Hollow Creek,Cortlandt,above oscawana lake rd. bridge.,41.33306,-73.87472,3,H- 55,T,T,T,T,T,T,T
13-PEEK-6.4,1301-0139,Peekskill Hollow Creek,Putnam Valley,above church rd. bridge.,41.35361,-73.84194,3,H- 55,T,F,T,T,T,F,F
13-PEEK-8.2,1301-0139,Peekskill Hollow Creek,Putnam Valley,150 meters upstream of side street off peekskill hollow rd.,41.37628,-73.82918,3,H- 55,T,F,T,T,T,T,T
13-PEEK-9.9,1301-0139,Peekskill Hollow Creek,Putnam Valley,below bryant pond rd. bridge.,41.38778,-73.81306,3,H- 55,T,F,T,T,T,F,F
13-PEEK-13.3,1301-0139,Peekskill Hollow Creek,Putnam Valley,off peekskill hollow rd.,41.41889,-73.77583,3,H- 55,T,F,T,T,T,T,T
13-PEEK-14.7,1301-0049,Peekskill Hollow Creek,Cortlandt,off peekskill hollow rd.,41.31389,-73.90889,3,H- 55,T,F,T,T,T,F,F
13-LPKSK-0.0,1301-0147,Peekskill Lake,Putnam Valley,"Access type is Private. need lake resident access, but very likely (contacts available).",41.3395,-73.882797,3,H- 55- 7-P171,F,F,F,F,T,F,F
17-PENA-1.1,1701-0092,Penataquit Creek,Islip,mill st. near senior housing developement.,40.72747,-73.24427,1,(MW7.8)  AO-GSB-198,T,F,T,T,T,T,T
17-PENA-1.4,1701-0092,Penataquit Creek,Islip,5 m above redington rd. bridge/culvert.,40.73028,-73.24416,1,(MW7.8)  AO-GSB-198,T,T,T,T,T,T,T
11-PERP-0.8,1104-0055,Perch Pond Outlet,Newcomb,hike in on foot trail 1.6 mile round trip.,43.980992,-74.03424,5,H (portion 12),T,F,T,T,T,T,T
03-PRCH-3.0,0303-0040,Perch River,Brownville,40 m above rt. 12e bridge.,44.02861,-76.04583,6,ONT-18,T,F,T,T,T,T,T
13-PERR-1.5,1303-0011,Perry Creek,Blooming Grove,off mountain lodge rd. just above small pond.,41.40632,-74.15423,3,H- 89,T,T,T,T,T,T,F
13-PETK-2.6,1306-0100,Peters Kill,Rochester,5 m above rock hill rd. bridge.,41.76833,-74.20084,3,H-139-14-16,T,F,T,T,T,F,F
13-PETK-6.1,1306-0100,Peters Kill,Rochester,just inside park entrance. 50 m above bridge next to awosting falls carriageway.,41.73412,-74.23907,3,H-139-14-16,T,T,T,T,T,T,T
13-PETK-8.6,1306-0100,Peters Kill,Wawarsing,uphill from xfbk-02. on jenny lane hiking trail.,41.71595,-74.27829,3,H-139-14-16,T,F,T,F,F,F,F
06-LPETO-0.0,0602-0092,Petonia Lake,Greene,sampled in 2008 as part of lake biomonitoring pilot; composite.,42.3318,-75.79849,7,SR-44-23-3-P 78,F,F,F,F,T,F,F
10-ADKS11_2011-0.7,1004-0056,Phelps Brook,North Elba,15 m downstream of phelps mtn.,44.15621,-73.94629,5,C- 25-26,T,F,T,T,T,T,T
10-PHEP-0.2,1004-0071,Phelps Brook,Keene,20 m above beede rd. off sr 73.,44.19972,-73.77944,5,C- 25-27,T,F,T,T,T,F,F
06-PHEL-0.2,0602-0117,Phelps Creek,Dickinson,off chenango st.,42.14056,-75.895,7,SR-44-3,T,F,T,T,T,F,F
13-PHLP-1.1,1301-0168,Philipse Brook,Philipstown,20 m below rte 9d bridge.,41.38583,-73.93499,3,H- 62 thru 92. EOH (selected),T,F,T,T,T,F,F
04-PHIP-0.1,0403-0069,Phillips Creek,Amity,50 m upstream of greenwich st. bridge.,42.22676,-78.03119,9,ONT-117-167,T,T,T,T,T,T,T
08-PHIL-0.3,0801-0196,Philomel Creek,Brownville,at st lawrence ave e.,44.00394,-75.97822,6,Ont  19-  1 thru 5,T,T,T,T,T,T,T
08-PHIL-3.9,0801-0196,Philomel Creek,Pamelia,10 m below rt 12 bridge.,44.00945,-75.92472,6,ONT-19-3,T,F,T,T,T,F,F
08-PHIL-6.5,0801-0196,Philomel Creek,Pamelia,50 m below (first) rt 37 bridge.,44.03472,-75.90138,6,ONT-19-3,T,F,T,T,T,F,F
08-PHIL-7.6,0801-0196,Philomel Creek,Pamelia,rte 342. below highland meadow golf course.,44.04312,-75.88978,6,ONT-19-3,T,F,F,F,F,F,F
08-PHIL-10.5,0801-0196,Philomel Creek,Le Ray,250 meters east off goulds corners rd. at coordinates 44.052420 / -75.862741.,44.0536,-75.861327,6,Ont 19- 1 thru 5,F,F,F,F,F,F,F
02-PICK-1.2,0202-0031,Pickett Brook,Charlotte,"smith rd. off rte 60


























20 m above bridge.",42.32667,-79.2911,9,PA-63-13-31,T,F,T,T,T,F,F
13-PICT-0.1,1306-0092,Pickett Brook,Denning,above confluence with rondout.,41.94389,-74.36528,3,H-139-14 (portion 7),F,F,F,F,F,F,F
06-PIER-0.3,0601-0028,Pierce Creek,Binghamton,70 m below beldon rd. bridge.,42.09945,-75.89028,7,SR-47,T,F,T,T,T,F,F
02-PRUN-0.9,0201-0027,Pierce Run,South Valley,off pierce run rd. at coordinates 42.057461 / -78.947777.,42.057,-78.95,9,Pa-53-1 thru 20,F,F,F,T,T,F,T
10-PIKE-0.9,1005-0028,Pike Brook,Dresden,40 m above cr 7.,43.5589,-73.47149,5,C-127,T,F,T,T,T,F,F
01-PICR-0.2,0104-0043,Pike Creek,Evans,20 m downstream of lake shore dr rd.,42.7006,-79.00231,9,E-15,T,F,T,T,T,T,T
01-PICR-1.3,0104-0044,Pike Creek,Evans,170 m east of cr 477.,42.687293,-78.99959,9,Ont 158..E-15,T,T,T,T,T,T,T
09-PIKC-0.9,0902-0037,Pike Creek,Fort Covington,at cr 43 bridge.,44.988333,-74.546667,5,SL(C)-31,F,T,F,F,F,F,F
09-PIKC-2.1,0902-0037,Pike Creek,Fort Covington,50 m above rt. 37 bridge.,44.97528,-74.54304,5,SLC-31,T,F,T,T,T,F,F
09-PIKC-8.7,0902-0037,Pike Creek,Bombay,"cotter rd.; poor site. channelized


























net jab at culvert; recently dredged.",44.919352,-74.61691,5,SL(c)-31,T,T,T,T,T,T,T
01-WPICR-1.3,0104-0043,Pikes Creek,Evans,downstream of nys rt. 5 100 yards.,42.687293,-78.99959,9,E-15,F,F,F,F,F,F,F
15-PINB-0.5,1501-0033,Pine Brook,Ramapo,15 m below pine brook rd. bridge.,41.07867,-74.06771,3,NJ- 6 thru 8,T,F,T,T,T,T,F
08-PINC-0.4,0801-0348,Pine Creek,Lyonsdale,20 m above youngs rd. bridge.,43.62389,-75.25832,6,ONT-19-81-7,T,T,T,T,T,T,T
08-PINK-0.8,0801-0442,Pine Creek,Forestport,bardwell mill rd. bridge.,43.41481,-75.17245,6,ONT-19-109,T,F,T,T,T,F,F
07-PINH-0.1,0706-0018,Pine Hollow Creek,Locke,sr 90 bridge.,42.64524,-76.44609,7,ONT-66-12-43-P212-28-29-2,F,F,F,F,F,F,F
